cw	x	y	cluster_number	silhouette	medoid_label	final_cluster
cup/nn	-41.47610909537071	15.531828248809058	11	0.7394774	orange/nn	orange/nn
curriculum/nn	-1.1238258622437145	16.1908668728978	4	0.27477908	service/nn	service/nn
custody/nn	12.851698167273018	11.220992539842172	7	0.60410327	appeal/nn	appeal/nn
cut/nn	27.936699820423765	12.314552382527156	0	0.4117754	discount/nn	discount/nn
cyanide/nn	-34.32068342621264	12.287767316466141	6	0.43879968	plant/nn	plant/nn
day/nn	35.68185983367348	-4.7483111690338085	3	0.63264567	half/nn	half/nn
days/nn	42.931617256029945	-21.23518864746276	10	0.3250548	live/nn	live/nn
deal/nn	25.92246576057699	11.53105945750538	0	0.18328594	discount/nn	discount/nn
decision/nn	11.359029203317261	11.618777650600645	7	0.51931155	appeal/nn	appeal/nn
deer/nn	-43.417763115554834	5.874081967580979	8	0.095994525	bag/nn	bag/nn
degree/nn	26.07959343640369	4.958983881979295	0	0.09717119	discount/nn	discount/nn
degrees/nn	36.891714869570706	-18.041333763920267	2	0.2968622	referrals/nn	referrals/nn
demonstration/nn	-1.5864991879657464	-18.70111557735452	7	0.18551032	appeal/nn	appeal/nn
demonstrator/nn	-1.6802313232759631	-18.772809391230457	7	0.15036973	appeal/nn	appeal/nn
demos/nn	39.602035041691735	-20.210507867437126	2	-0.048197027	referrals/nn	NA
demo/nn	-13.32733971981091	-21.956344429522893	13	0.35719877	book/nn	book/nn
description/nn	-10.05524535360838	-18.036620635591166	13	0.43317547	book/nn	book/nn
detention/nn	12.423224999869841	11.523738138523214	7	0.61118656	appeal/nn	appeal/nn
diet/nn	-25.95987615803337	13.623484139930177	1	-0.012645231	drug/nn	NA
dignity/nn	0.7621296218576834	2.634033457841101	12	0.06620292	power/nn	power/nn
direction/nn	4.692205785716735	9.996454520025042	12	0.31960726	power/nn	power/nn
discount/nn	30.770310518806625	7.545339373684007	0	0.5704852	discount/nn	discount/nn
dity/nn	34.85791476524941	-20.209115804319488	2	0.06265187	referrals/nn	referrals/nn
dog/nn	-43.00109546865216	5.0750432677677635	8	0.31649137	bag/nn	bag/nn
dollar/nn	34.4048206548593	3.4692222798225854	0	0.2583885	discount/nn	discount/nn
doubt/nn	-2.0321111550927826	-0.9626738091163805	9	0.53900826	doubt/nn	doubt/nn
drainage/nn	-35.65830616983087	11.566190817956937	6	0.2386091	plant/nn	plant/nn
dressing/nn	-40.201062273547706	12.604735825773092	11	0.33060753	orange/nn	orange/nn
drug/nn	-21.116073902534694	14.907703062986966	1	0.63098776	drug/nn	drug/nn
edge/nn	-32.47490327735139	8.43765603515492	6	0.29138508	plant/nn	plant/nn
education/nn	2.2715649422535416	17.26807459041194	4	0.36814412	service/nn	service/nn
effect/nn	-17.440610741491952	13.327670835692107	1	0.333535	drug/nn	drug/nn
eighties/mc	36.45408869510195	-6.333963318124609	2	-0.2058912	referrals/nn	NA
eighty/mc	34.91185736358509	-0.015157053813048157	3	0.37665796	half/nn	half/nn
election/nn	-1.1896487596920786	-19.00634303503252	7	0.22820494	appeal/nn	appeal/nn
energy/nn	0.9745226618656373	16.990402978358926	4	0.19094609	service/nn	service/nn
entertainment/nn	-9.923834880162982	-21.838364445072923	13	0.55910814	book/nn	book/nn
equipment/nn	-30.44013188878096	10.482999257721175	6	0.5409965	plant/nn	plant/nn
estimate/nn	31.876023873856926	3.1804070411013776	0	0.2491972	discount/nn	discount/nn
evaluation/nn	-18.79614776642501	12.396004701109614	1	0.32885468	drug/nn	drug/nn
everything/pn	-21.432566330365987	-3.053485534974998	5	0.57553005	one/pn	one/pn
example/nn	-10.797156175167892	-13.649365272431451	14	0.010267865	these/dd	these/dd
exercise/nn	-19.811691039686366	14.012050903019247	1	0.48914617	drug/nn	drug/nn
experience/nn	-3.557324973136204	-1.1100979357072596	9	0.46887225	doubt/nn	doubt/nn
exposure/nn	-18.34796519739987	14.241528955438557	1	0.4818895	drug/nn	drug/nn
extra/nn	34.0845042818151	5.367461751705133	0	0.373016	discount/nn	discount/nn
f/np	-12.173933750150281	-17.68846743249922	13	0.40528923	book/nn	book/nn
facts/nn	42.4272237807385	-22.205697361583166	10	0.39818236	live/nn	live/nn
feel/nn	-18.312455372998027	-1.5348445493076148	5	0.6109169	one/pn	one/pn
feeling/nn	-2.142634744816292	-0.5813944526904956	9	0.52353567	doubt/nn	doubt/nn
felony/nn	12.752061623728416	13.006727396432959	7	0.6037841	appeal/nn	appeal/nn
fifteen/mc	35.29131724923084	-2.999099509517916	3	0.6974595	half/nn	half/nn
fifty-thousand/mc	39.97140420817326	-16.49266040295435	2	0.03427376	referrals/nn	referrals/nn
figures/nn	-35.81368808533745	-1.1282623934362999	2	0.0025942386	referrals/nn	referrals/nn
figure/nn	-10.31055000636427	-13.94283787726095	13	0.12976633	book/nn	book/nn
fingerprint/nn	-19.206148522330967	10.60377382013298	14	-0.009082209	these/dd	NA
firepower/nn	-30.725879725492312	10.80453485067622	6	0.4719863	plant/nn	plant/nn
fish/nn	-40.80006037573018	14.000521942939223	11	0.5263383	orange/nn	orange/nn
flavor/nn	-42.14854603567103	14.628114157403848	11	0.74472314	orange/nn	orange/nn
flexibility/nn	2.443604506663355	9.863621990380484	12	0.21313114	power/nn	power/nn
focus/nn	4.9421364219229105	8.418181497034974	12	0.323366	power/nn	power/nn
food/nn	-35.464484373117585	13.53402774695034	6	0.04351764	plant/nn	plant/nn
foothold/nn	2.90099053960477	8.040955066044699	12	0.44622928	power/nn	power/nn
four/nn	40.17234415006601	-15.096727763229401	2	-0.13994732	referrals/nn	NA
freedom/nn	6.38941168055467	7.235327309900651	12	0.25752023	power/nn	power/nn
friday/np	-2.6104994591842146	-20.794035857573334	3	-0.08438382	half/nn	NA
fruit/nn	-41.51814086735832	14.409292704989863	11	0.7157903	orange/nn	orange/nn
game/nn	-11.10125815168655	-23.297376846740065	13	0.39307168	book/nn	book/nn
gift/nn	-16.214513323353817	-13.39223657004939	14	0.0043721525	these/dd	these/dd
glass/nn	-39.2402649422926	9.72643450064097	8	0.36490554	bag/nn	bag/nn
glimpse/nn	-9.703623872160772	-18.177574827987662	13	0.45947263	book/nn	book/nn
goal/nn	5.588158721675524	9.584987159767532	12	0.34552908	power/nn	power/nn
grade/nn	0.5425827356618002	18.31802836577927	4	0.15945396	service/nn	service/nn
graph/nn	-9.276680010438886	-15.950118244759652	13	0.26377016	book/nn	book/nn
grief/nn	-1.3514560735781391	0.11010283668190034	9	0.4417075	doubt/nn	doubt/nn
guidance/nn	-0.8859167472310728	14.481783735347873	4	0.13093694	service/nn	service/nn
gun/nn	-37.76509020710194	4.468269425447678	8	0.34271127	bag/nn	bag/nn
half/nn	35.62741045358443	-3.471084771996464	3	0.7089993	half/nn	half/nn
hdls/np	-21.76066134283913	13.3651824902933	1	0.3358851	drug/nn	drug/nn
headache/nn	-23.2586271193406	14.945596295877289	1	0.52042264	drug/nn	drug/nn
headlines/nn	42.00088537603118	-21.68675219515863	10	0.38655603	live/nn	live/nn
headline/nn	-7.575534776682915	-20.22169699051331	13	0.5557656	book/nn	book/nn
help/nn	-0.23401854199848063	13.690710314908069	4	0.0639834	service/nn	service/nn
her/pp	-23.67836647960133	-4.618447179635767	14	-0.1615549	these/dd	NA
hers/pp	-23.14480364951143	-4.701395015685856	14	-0.110879816	these/dd	NA
hint/nn	-13.279674745311164	-9.934107922670304	14	0.23143056	these/dd	these/dd
history/nn	-11.033860355401403	-14.146024249705897	13	0.13545193	book/nn	book/nn
homeland/nn	4.6930213142483685	14.775837358738862	4	0.32092413	service/nn	service/nn
hours/nn	40.053596660501874	-14.760534599123561	2	-0.08587038	referrals/nn	NA
hour/nn	36.29193773417792	-4.026818759531122	3	0.6933794	half/nn	half/nn
hug/nn	-22.727219030395727	-5.829740481302037	14	-0.092833444	these/dd	NA
husband/nn	-13.221295349718545	-17.164499244971726	13	0.090337865	book/nn	book/nn
idea/nn	-3.398036996888703	-2.541811527714356	9	0.44979843	doubt/nn	doubt/nn
ideas/nn	40.055114741315876	-22.056592392533034	10	0.28133678	live/nn	live/nn
importance/nn	0.9789887129517695	5.236212848682809	12	0.3898099	power/nn	power/nn
impression/nn	-2.9810545535235953	-2.520818592294957	9	0.55035186	doubt/nn	doubt/nn
incentive/nn	28.707882109670585	13.735366371700287	0	0.3342928	discount/nn	discount/nn
inch/nn	35.23033470032531	-3.5204518520183434	3	0.7070349	half/nn	half/nn
income/nn	30.848803807511214	11.762923049304868	0	0.57656306	discount/nn	discount/nn
independence/nn	6.766417602391737	8.090257093506624	12	0.29706797	power/nn	power/nn
indication/nn	-12.481126901636033	-9.905569624511104	14	0.12783197	these/dd	these/dd
information/nn	-13.181955340379945	-8.599703972070664	14	0.21458472	these/dd	these/dd
injection/nn	-22.44348001575438	15.856728079535257	1	0.5754471	drug/nn	drug/nn
inn/nn	-36.646908903444945	7.40113822178491	8	0.15102917	bag/nn	bag/nn
insight/nn	-11.573415643773243	-8.647329120762143	9	0.11563564	doubt/nn	doubt/nn
instruction/nn	-1.0699458560146922	14.949074160106168	4	0.21723883	service/nn	service/nn
insurance/nn	28.498030222950476	10.140766980685001	0	0.32721913	discount/nn	discount/nn
interaction/nn	-17.439519756759946	13.645212403074293	1	0.4026983	drug/nn	drug/nn
interest/nn	4.051388894181438	6.798488502198088	12	0.28036192	power/nn	power/nn
isolation/nn	-1.3231716762555823	3.286692690240069	12	-0.007569934	power/nn	NA
it/pp	-18.800924853988636	-1.6846432651351493	5	0.67888254	one/pn	one/pn
job/nn	2.930820066948915	18.960876587847856	4	0.20952068	service/nn	service/nn
junkyard/nn	-38.85367496460402	8.171621151054385	8	0.25334752	bag/nn	bag/nn
jurisdiction/nn	10.123018559773042	12.897307177291163	7	0.3632284	appeal/nn	appeal/nn
key/nn	-18.099213158700557	-7.760455790333327	14	0.33502597	these/dd	these/dd
keys/nn	37.68631659867938	-16.145539449570386	2	0.21735315	referrals/nn	referrals/nn
kids/nn	41.39920063854098	-23.048411563981457	10	0.43720978	live/nn	live/nn
kid/nn	-23.560506625426097	-4.024950000939041	14	-0.1953008	these/dd	NA
