	actress/nn	advance/vv	agency/nn	aids/nn	alan/np	america/np	anybody/pn	anyone/pn	anything/pn	arm/nn	army/nn	artist/nn	association/nn	boss/nn	boy/nn	brother/nn	bush/np	business/nn	campaign/nn	candidate/nn	car/nn	charity/nn	child/nn	citizen/nn	city/nn	company/nn	competitor/nn	convict/nn	country/nn	court/nn	criminal/nn	dad/nn	daughter/nn	district/nn	dog/nn	employee/nn	enterprise/nn	entrant/nn	environment/nn	europe/np	everybody/pn	everyone/pn	fbi/np	folk/nn	food/nn	fred/np	friend/nn	girl/nn	government/nn	grandparent/nn	group/nn	grower/nn	grown-up/nn	guy/nn	her/pp	him/pp	horses/nn	household/nn	house/nn	husband/nn	individual/nn	iranian/nn	irvin/np	it/pp	judge/nn	jury/nn	kid/nn	kitty/np	lady/nn	leland/np	lord/np	mama/nn	man/nn	management/nn	mater/nn	matter/nn	me/pp	member/nn	mom/nn	mother/nn	myself/pp	nation/nn	nicaragua/np	other/nn	parent/nn	peasant/nn	people/nn	person/nn	plaintiff/nn	planner/nn	president/np	public/nn	rashad/np	reader/nn	rear/vv	russia/np	ryan/np	schwartzkopf/np	scout/nn	sister/nn	somebody/pn	someone/pn	son/nn	stomach/nn	stranger/nn	student/nn	taxpayer/nn	teacher/nn	team/nn	that/dd	them/pp	theory/nn	thing/nn	thomases/np	topic/nn	trek/np	troop/nn	twin/nn	university/nn	us/pp	veteran/nn	veto/nn	vietnamese/nn	washington/np	white/nn	wife/nn	woman/nn	wwf/np	you/pp
reader/nn	1.8144617	2.2730548	2.1531217	1.2649894	1.7434142	2.2446523	1.2866098	1.2582579	1.4877189	2.153888	2.0012317	0.94406134	1.8743252	1.9740762	1.961422	2.6210601	1.8032134	2.2601998	1.9614275	1.7093534	1.9865648	1.9164373	1.7122406	1.4595965	1.7410105	2.2541819	2.3469713	1.031737	2.2748916	1.703532	0.8745509	2.4292643	2.476186	1.6114653	1.8423481	1.7429472	2.2958918	1.2658762	1.854742	2.4859815	1.3179957	1.177163	1.8549515	0.60603935	2.2721896	1.887342	2.4932973	1.8397226	1.9919969	2.420394	1.6415104	2.3219297	1.6666006	1.2031145	1.2740648	1.2181116	1.4902136	1.6993811	1.8377086	2.3650322	1.0333929	2.0391843	1.8113334	1.4776586	1.6013579	1.5672964	1.6133126	2.624049	1.5391141	2.5501053	2.644997	2.3561513	1.1058488	2.23303	1.500361	1.4709212	1.3582239	1.6039468	2.4587684	2.443965	1.10784	2.2873805	2.518425	1.1249913	2.1426232	0.7081898	0.5150179	0.9288292	1.7091124	2.2425697	1.590307	0.6133301	1.2365915	0.0	1.5001079	2.251755	2.3898234	1.9311504	1.62606	2.4727015	1.1414051	0.949405	2.5239964	1.0802429	1.5342028	1.130144	2.0112367	1.1715542	1.9518777	1.559538	0.8056275	1.3730732	1.352685	2.317499	1.3271459	1.4938034	2.1084616	2.5842605	1.5755525	1.0372895	1.5501122	1.9943411	1.9836446	1.671896	0.7773246	2.4439924	1.0059111	0.7660069	1.4749572
rear/vv	1.7155007	2.7390852	2.155447	1.1537621	1.8491849	2.4456549	2.2017148	2.2364728	2.524678	2.7308958	2.4781559	1.1021072	1.8198496	1.8579305	1.4333975	2.269667	2.4833188	2.141255	2.5867567	2.4425392	1.7720484	1.7363201	1.0299448	1.9230839	1.8858534	2.0246644	2.2820408	1.0780406	2.5765543	2.093833	1.2981137	1.9812162	2.134356	1.7751583	1.423788	1.5071326	2.3446932	2.1141183	2.0366821	2.8312802	2.433269	2.3459036	1.9832989	1.8290689	1.9573872	1.967406	2.348642	1.5104088	2.356069	1.8284507	1.9270327	2.0972586	1.3492892	1.5881768	2.0657065	2.210472	2.4397762	1.0830257	2.344547	2.0882804	1.2861321	2.648491	1.8660902	2.5565746	1.9578499	2.0024362	1.1632212	2.2020814	1.3920805	2.1849844	2.3211899	1.9712219	1.1934819	2.0945106	1.3298362	1.8399578	2.3760178	2.0465965	2.0993729	2.0043175	2.238786	2.6378164	2.962526	1.597345	1.4909995	1.606495	1.6474551	1.4791434	2.0192115	2.2843869	2.3612456	1.8304347	1.7038913	1.5001079	0.0	2.8172116	2.1070142	2.3851635	1.090266	2.209136	2.0049152	1.7329457	2.1124268	2.0477607	1.8130388	1.0642152	1.8649769	0.9343586	2.0234838	2.670822	2.0069392	1.746769	2.4271605	2.190397	1.7688296	1.5486605	2.599263	2.1786287	1.5876752	1.9892268	1.8957791	2.642153	2.6290977	1.934572	1.0425812	2.1947489	0.96323925	0.9901989	2.4848986
russia/np	3.7434857	0.23013343	1.3762178	1.7222065	2.8450875	0.8561254	3.1675916	2.9819233	3.2599432	0.33795673	0.666167	2.6729913	1.4863045	3.6484985	3.9568338	4.527295	1.6412625	1.4042603	1.5210048	1.3922861	1.559293	1.4553807	3.4879456	0.96540284	1.7444711	1.5049534	1.2818727	2.8379996	0.62511176	2.0397043	2.4873927	4.4064713	4.4415765	2.041297	3.8644235	1.7079269	1.1136858	1.2154068	1.2316501	0.5108834	3.2066605	3.0204062	1.6288991	2.593813	1.6357079	2.904242	4.406674	3.9227622	0.70940113	4.2801337	1.0185593	1.5228024	3.655087	3.3192008	3.3731258	3.1772134	3.3491204	2.0743806	1.707361	4.2551455	1.9101686	0.35009366	2.6836312	3.3071122	2.2187624	2.0884225	3.5521114	4.4989033	3.6524189	4.326351	4.550975	4.4088078	3.1215794	1.5003929	2.703628	1.7153301	3.3302097	1.0899216	4.500116	4.3823524	3.0603416	0.49855268	0.3895913	1.7270802	3.9657292	1.7763933	2.2800746	2.8518896	2.0596356	1.3163213	2.104031	1.8305262	2.9839876	2.251755	2.8172116	0.0	4.1990366	0.8423979	3.58065	4.4715877	3.171082	2.916788	4.3733454	3.0616775	3.6755013	2.1649199	1.5080552	2.4475775	1.4203181	3.3418279	2.7198932	1.6679246	3.1457648	4.216105	1.7409772	3.3978968	0.43127	4.5424304	2.2913308	2.8543854	1.1771271	1.3252225	0.55438167	2.3022256	2.2680228	4.388731	2.9331915	2.561374	3.3660536
ryan/np	0.7238074	4.177491	3.6022463	2.845856	1.6137434	4.0266705	2.5447023	2.7300906	2.8173728	4.181873	3.7687573	1.701957	3.1303897	0.70632124	1.4795555	0.5693523	3.064269	3.839765	3.2465608	3.195304	3.498707	3.452402	1.3245435	3.3831794	2.7393801	3.7039163	3.933025	2.228291	4.1100817	2.7952626	2.4776747	0.89348567	0.6430547	2.3949463	1.7180785	3.1367202	3.9838583	3.1582403	3.6920645	4.311059	2.6300802	2.7120323	3.1141362	2.5702465	3.72129	1.6743164	0.5556398	1.4208045	3.8350675	0.8817317	3.3364894	3.820465	1.4701319	2.1691148	1.9619752	2.3413818	2.6336303	2.9668543	2.9320705	0.36191493	2.867517	4.0723443	1.8601165	2.7974193	2.4650476	2.7260451	1.5011984	0.7164189	1.5915412	0.35332298	0.49694538	1.1169066	2.111575	3.660592	1.6209713	3.1040423	2.2729673	3.206624	1.0144138	0.8154148	2.4123025	4.093861	4.4088	3.0995116	0.9963395	2.9621165	2.709803	2.479263	2.803908	3.6754737	2.6073823	2.9297404	1.410587	2.3898234	2.1070142	4.1990366	0.0	3.7346833	1.6914843	0.7300676	2.3376436	2.3446152	0.31760234	2.1946344	1.4523162	2.146855	3.609668	1.8884807	3.2743645	2.858565	2.373879	3.2251356	2.82171	0.61706644	3.1165059	1.0231959	3.9799564	0.6908943	2.112997	1.8812014	3.2174814	3.4287329	3.8935137	2.2003899	2.5584974	0.5159642	2.1277647	2.365596	2.499065
schwartzkopf/np	3.2668235	0.7693624	1.2791646	1.4209883	2.3977568	1.1041127	3.0051758	2.8840277	3.1585343	0.80187577	0.3693098	2.1869068	1.0485632	3.2427943	3.512085	4.051386	1.5270025	1.3106643	1.4520367	1.316021	1.174493	1.2302775	3.0612028	0.83577067	1.2826608	1.2540125	1.1675613	2.5700777	1.020358	1.8958838	2.2907555	3.9578798	3.98296	1.6288464	3.442445	1.3322855	1.1458368	1.0313085	1.3396975	0.98270005	3.058852	2.8882914	1.4072577	2.3793154	1.3571419	2.4376493	4.0067024	3.4953082	0.8435896	3.8282363	0.80000687	1.3207748	3.2497346	3.0250905	3.0799932	2.9386125	3.2116864	1.6708752	1.4770986	3.8256114	1.7309102	0.75728625	2.2000163	3.1872137	1.9965526	1.9477592	3.1321487	4.0111165	3.2592437	3.8311589	4.069055	3.9544864	2.8012714	1.3246471	2.2060394	1.6477894	3.1089475	0.8232544	4.0534234	3.93167	2.8195584	0.8839437	1.0398028	1.6354254	3.5131664	1.5841523	2.0885813	2.6216366	1.8907983	1.1445428	1.9251833	1.6812835	2.5500886	1.9311504	2.3851635	0.8423979	3.7346833	0.0	3.1472201	4.0113916	2.954624	2.6976755	3.8990688	2.765838	3.333778	1.664656	1.2732749	1.9360856	1.1296155	3.2377396	2.4712832	1.6408135	3.0341492	3.8358057	1.6877573	2.9169328	0.46150586	4.059316	1.7894002	2.5161102	0.5489378	1.3646263	0.4493435	1.857054	1.9923373	3.953583	2.5766702	2.1741617	3.2085395
scout/nn	1.2514822	3.5360625	3.074338	1.9908755	2.168524	3.2964303	1.9015203	2.051276	2.2057598	3.4753754	3.2611878	1.2609005	2.7204113	1.6995233	0.46594772	1.6745634	3.0688174	3.08349	3.225818	3.050176	2.7331614	2.685321	0.7097683	2.6647394	2.634667	3.0113757	3.2369819	1.0982834	3.405363	2.6980023	1.5240122	1.243583	1.4821389	2.440302	0.41275743	2.4481869	3.250433	2.7013133	2.8419557	3.6653817	2.0708013	2.0540595	2.8073757	1.6879504	2.9506116	2.2942967	1.7929182	0.5002587	3.1806383	1.2545598	2.7349553	3.0726397	0.59262496	1.0095525	1.5969137	1.8958606	2.062292	2.0714765	2.9818203	1.5718253	1.9055301	3.3830748	2.3020985	2.1787994	2.503538	2.559138	0.44940883	1.6356144	0.45717886	1.7810787	1.7412301	1.0953106	0.79009825	3.0480886	1.7406938	2.5076807	1.9805048	2.7986932	1.2744617	1.3337085	1.9349056	3.4661262	3.7684565	2.1811059	0.9940214	1.9866499	1.7409672	1.3070624	2.6489966	3.2044485	2.770291	2.1287055	1.636137	1.62606	1.090266	3.58065	1.6914843	3.1472201	0.0	1.4927506	1.6302948	1.5395459	1.6176894	1.7444425	1.1541128	1.7123301	2.795616	1.4902012	2.9039032	2.2985795	1.8732541	2.3899362	2.1120281	1.6807818	2.377137	1.2394028	3.384615	1.5063868	2.1859236	1.8765992	2.6676495	3.3084354	3.3475976	2.4496417	1.4071385	1.5799625	0.76517737	1.156615	2.0905845
sister/nn	0.77782255	4.4462147	3.9274485	3.033242	2.1096997	4.2684536	2.5219564	2.7460654	2.790603	4.426609	4.0734887	1.8495437	3.4617302	1.2386582	1.1715522	0.43559757	3.4709938	4.10079	3.6572886	3.565709	3.7518847	3.700407	1.30299	3.616783	3.1277504	3.9822311	4.203572	2.2464886	4.3608117	3.186452	2.5676043	0.5375828	0.34239385	2.8224516	1.4160175	3.4156377	4.2413216	3.4402602	3.898781	4.5813093	2.577979	2.6698785	3.4883952	2.5421333	3.9816074	2.1846323	0.7164754	1.1057606	4.114755	0.6760806	3.6023273	4.090521	1.2558173	2.0059364	1.9209261	2.34087	2.6046064	3.173646	3.3592725	0.6072714	3.0173945	4.3242073	2.3417761	2.7572134	2.8834672	3.085336	1.3257154	0.48836872	1.3589451	0.73990077	0.52044237	0.62048787	2.00396	3.9652965	1.9951854	3.362659	2.2730286	3.5265176	0.5212122	0.44607085	2.4093492	4.3690195	4.6811466	3.2549846	0.89101654	3.046742	2.7403567	2.4231598	3.1851397	4.0202236	3.012907	3.0511045	1.6742339	2.4727015	2.209136	4.4715877	0.7300676	4.0113916	1.4927506	0.0	2.2857935	2.3474689	0.57678443	2.2067373	1.3481821	2.4097567	3.8607702	2.136079	3.6300046	2.827396	2.4391432	3.4118278	2.793378	0.84186345	3.3215697	1.1552235	4.2629476	0.29813772	2.518105	2.0682814	3.5010467	3.8212514	4.1754303	2.6438227	2.603049	0.38858974	2.0560665	2.3762872	2.486922
somebody/pn	1.895958	3.2297084	3.091977	2.187167	2.2952144	3.206719	0.3121727	0.56602275	0.63101983	3.0457702	3.0139103	1.663683	2.8921604	1.9984701	1.7986875	2.458946	2.58655	3.1992683	2.7756624	2.5315874	2.8804219	2.8657377	1.7970476	2.4469395	2.6859794	3.207564	3.3081234	1.1184301	3.2278063	2.3974035	1.1213261	2.1801314	2.2633262	2.4573896	1.6107374	2.651777	3.269596	2.1636784	2.7257957	3.4478314	0.51271963	0.53039575	2.7426505	0.76260304	3.1952713	2.4424696	2.2109206	1.6136405	2.947585	2.2968779	2.6678598	3.26382	1.4908078	0.7336808	0.53534085	0.52025884	0.54056805	2.5152006	2.6751618	2.1716778	1.7438508	2.9603462	2.4701867	0.78923917	2.2548985	2.2251337	1.5705557	2.5253901	1.3239383	2.543097	2.508746	2.0668373	1.0126344	3.1746604	2.1289752	2.2449055	0.5848475	2.6052783	2.128097	2.2626476	0.5378382	3.2634366	3.4641383	1.870916	2.1045408	1.5791824	0.9983879	0.80622846	2.4151719	3.2129974	2.213769	1.420069	1.5450457	1.1414051	2.0049152	3.171082	2.3376436	2.954624	1.6302948	2.2857935	0.0	0.39932704	2.4262776	0.62898993	0.96760213	2.0079672	2.922107	1.9575089	2.93111	0.8622937	0.6625905	2.1289184	0.83695674	2.019477	2.0853713	1.7525523	3.0977147	2.4314375	2.3860724	1.1540865	2.5966246	2.828893	2.9522612	2.4320562	1.4420574	2.220384	1.1994227	1.2809384	0.5683717
someone/pn	1.8901954	2.9636986	2.7500534	1.8726938	2.1591597	2.9056854	0.49042106	0.5583961	0.8157554	2.7918167	2.749325	1.5035073	2.5905328	1.9527442	1.7818941	2.5096488	2.386178	2.8492224	2.5647197	2.3201122	2.5417976	2.5248048	1.6970471	2.1634402	2.4444566	2.858486	2.966982	0.81296396	2.945056	2.1084628	0.75176895	2.223319	2.295102	2.2151444	1.5989178	2.29975	2.939524	1.9277089	2.394335	3.1769843	0.80879545	0.7430285	2.41778	0.72371316	2.8419626	2.3179173	2.2729545	1.6115603	2.642885	2.2953296	2.3849063	2.911832	1.4816893	0.72551554	0.7823598	0.6834054	0.7765731	2.1656666	2.4616835	2.195792	1.3881067	2.6969864	2.3145134	0.96484923	1.9904919	1.9313513	1.5180398	2.5602212	1.29978	2.5528483	2.5519025	2.1260157	0.85019445	2.822215	1.9612534	1.9028276	0.8653926	2.3435605	2.1966615	2.2983434	0.7489605	2.9867544	3.2007766	1.5288366	2.065013	1.341879	0.7838769	0.5671411	2.1101844	2.8810241	2.0679579	1.1864891	1.5091156	0.949405	1.7329457	2.916788	2.3446152	2.6976755	1.5395459	2.3474689	0.39932704	0.0	2.4355452	0.81254107	1.0765547	1.7730552	2.5691445	1.7385671	2.6137543	1.0574569	0.6815644	1.7839322	0.9184524	2.066989	1.7446676	1.7101818	2.8317826	2.4667385	2.18083	1.1752795	2.3279757	2.5995452	2.7089612	2.25762	1.1610898	2.2763286	1.0066597	1.0272458	0.8675419
son/nn	0.8137198	4.343956	3.7526414	2.9494627	1.8549577	4.1697373	2.6450522	2.8452072	2.9312112	4.3430285	3.9468696	1.8253883	3.2845557	0.9429602	1.3453	0.35929054	3.3020875	3.9593937	3.4804435	3.4202116	3.5992093	3.563546	1.2832719	3.5330727	2.930099	3.8188105	4.059098	2.275275	4.2617016	3.0058708	2.5682547	0.6670279	0.48767328	2.6041923	1.6071495	3.2515576	4.118294	3.3492558	3.8195858	4.4718065	2.7487583	2.8311183	3.2927454	2.6786838	3.8199134	1.9130293	0.60647196	1.3215432	3.9940438	0.6732158	3.4917147	3.9311771	1.4114089	2.1868296	2.0661657	2.4635963	2.7403045	3.0335097	3.164658	0.37180114	2.9706595	4.2389054	2.0827959	2.9160185	2.685675	2.9293478	1.4438212	0.5076352	1.5489767	0.3313408	0.31295723	0.91634995	2.1238654	3.7928152	1.7890887	3.2613502	2.4096282	3.3900247	0.81154597	0.60510236	2.5416677	4.256528	4.57725	3.220804	0.86076444	3.0798903	2.8189566	2.5341282	3.0032532	3.8341591	2.858912	3.076419	1.6143388	2.5239964	2.1124268	4.3733454	0.31760234	3.8990688	1.6176894	0.57678443	2.4262776	2.4355452	0.0	2.3138208	1.4994638	2.2815814	3.7179127	2.0104082	3.4437265	2.9847674	2.5198524	3.3564072	2.9396763	0.7049605	3.259885	1.1562825	4.1506376	0.44118962	2.3034186	2.0798814	3.3762538	3.6570382	4.0752473	2.4266825	2.6307588	0.41685584	2.1451628	2.4165864	2.6250496
stomach/nn	1.7348171	3.12383	3.0855267	2.195438	1.9945632	3.1866632	0.772589	1.0077901	1.0467685	2.9371405	2.8478343	1.4905294	2.75853	1.8356545	1.8633671	2.3235443	2.36567	3.2280803	2.5582826	2.3298895	2.8201754	2.8735015	1.770587	2.3889036	2.432416	3.1875806	3.2802114	1.4304483	3.178183	2.3875206	1.4095123	2.139628	2.2144725	2.2423854	1.724087	2.6522706	3.2700372	2.0069094	2.8105102	3.3507347	0.74817103	0.78035915	2.7002316	0.8490779	3.189515	2.104433	2.1342168	1.7209657	2.9097033	2.2378476	2.5700932	3.2690768	1.5055375	1.0992464	0.46895364	0.6109225	0.95043087	2.551835	2.4320664	2.0874546	1.8977778	2.8783224	2.1426332	1.1821189	2.19716	2.2535288	1.5894759	2.3837426	1.4888126	2.358044	2.3811097	2.0599468	1.2977854	3.179102	1.8623577	2.3582103	0.59550333	2.4483838	2.1112258	2.1978135	0.40405416	3.1786609	3.3754623	2.0312624	2.046731	1.6012342	1.1320992	1.1997402	2.426673	3.1596675	1.9590019	1.4553629	1.1909571	1.0802429	2.0477607	3.0616775	2.1946344	2.765838	1.7444425	2.2067373	0.62898993	0.81254107	2.3138208	0.0	1.0409532	1.8132727	2.9530473	1.7759861	2.8443136	1.2094493	0.4763547	2.2921236	1.2561269	1.9586707	2.2407484	1.5669943	2.9595888	2.357749	2.1056602	0.75398517	2.4148924	2.6594472	2.7777429	2.1076536	1.5667043	2.125619	1.3700933	1.3593595	0.79895663
stranger/nn	1.108738	3.6957896	3.3411748	2.3921106	1.9655658	3.5934033	1.193122	1.4371462	1.484217	3.5867581	3.3927047	1.4481113	3.013821	1.2880574	1.114946	1.5156271	2.8275251	3.491997	3.0283077	2.852381	3.1358633	3.1084418	1.1834614	2.8519163	2.7268796	3.4371722	3.607252	1.2816621	3.6507773	2.5579405	1.5204052	1.2498292	1.3159565	2.4270241	1.0641977	2.8354692	3.6090147	2.6030858	3.1384113	3.8802578	1.3170508	1.4102069	2.9199874	1.4217795	3.4259748	2.1006927	1.2903265	0.9006573	3.368134	1.4061995	2.9655025	3.5196438	0.86442024	0.89589393	0.6775593	1.0978668	1.2993661	2.6307786	2.8226893	1.2429125	2.1308496	3.4902158	2.1985543	1.5236809	2.3141615	2.4083672	1.0005983	1.6032794	0.77589536	1.6527624	1.5727276	1.169472	1.0562816	3.4064987	1.8083633	2.584831	1.0522449	2.886171	1.19392	1.3367356	1.1908492	3.6742952	3.9384685	2.3419049	1.290932	2.105315	1.641831	1.2972856	2.5672305	3.4569411	2.371665	2.0289898	1.2154217	1.5342028	1.8130388	3.6755013	1.4523162	3.333778	1.1541128	1.3481821	0.96760213	1.0765547	1.4994638	1.0409532	0.0	1.9560313	3.2134712	1.7798167	3.1098616	1.5958589	1.2686712	2.558528	1.5781844	1.1218975	2.485568	1.1387544	3.533414	1.4883474	2.238962	1.2032582	2.8745537	3.1429389	3.4139822	2.3248672	1.7431781	1.2704208	1.2279859	1.5077302	1.2172657
student/nn	1.702421	2.1073806	1.748625	0.9047985	1.1478275	1.9875623	2.1737187	2.1847126	2.4602056	2.1338305	1.7285522	0.71896493	1.1640238	1.7090623	1.9996455	2.4321692	1.591218	1.9031403	1.6951967	1.5725983	1.5487744	1.4879578	1.4566799	1.350666	0.9495757	1.7619967	1.9490858	1.4838915	2.0512216	1.5717802	1.4448305	2.33865	2.3718505	0.9154371	2.0127122	1.2932917	1.9762661	1.3540826	1.7860849	2.2366586	2.2834585	2.1848266	1.451248	1.6400043	1.8022314	1.2381346	2.4302433	2.0045288	1.8255336	2.1798823	1.2682371	1.8857939	1.7385561	1.8977163	1.9687281	2.0487242	2.4031608	1.2380726	1.4194372	2.2209473	1.2733651	2.045617	1.0617758	2.4895413	1.3910863	1.5433297	1.612593	2.3849528	1.8432168	2.235707	2.4734733	2.3741713	1.6220856	1.7872375	0.6755995	1.5515987	2.1806335	1.2312272	2.4568424	2.296372	1.9959359	2.0321245	2.3558853	1.463547	1.8719542	1.2864918	1.4821388	1.7178988	1.5617324	1.7883948	1.4971704	1.4338582	1.185581	1.130144	1.0642152	2.1649199	2.146855	1.664656	1.7123301	2.4097567	2.0079672	1.7730552	2.2815814	1.8132727	1.9560313	0.0	1.6944534	0.29869494	1.4206322	2.5683477	1.6768181	1.5878717	2.3778899	2.271645	1.5586592	1.4108303	1.913886	2.444927	0.6670772	1.4693011	1.1388153	1.800021	1.8787566	0.9897192	1.1351677	2.342521	1.3839755	1.2019362	2.3573015
taxpayer/nn	3.1889048	1.383466	0.70323426	1.0199032	2.5553753	1.0806105	2.980294	2.825662	3.1614552	1.468147	1.2695493	2.1657825	1.0370992	3.160312	3.2111483	3.9187284	2.0158827	0.45053342	1.9771786	1.8540612	0.65249854	0.38603997	2.7990918	1.0000036	1.6538209	0.4672527	0.67145383	2.1366937	1.2433854	1.707946	1.9110969	3.7343962	3.7869825	1.7802112	3.140899	0.50666213	0.7379417	1.5291663	0.8072354	1.4609394	3.1653354	2.9933002	1.1020333	2.4654865	0.42752984	2.6548536	3.8713477	3.2013705	0.88789904	3.5927832	1.0140651	0.40677914	3.052603	2.8044639	3.1376035	3.0082684	3.2052145	0.8232512	1.9386197	3.6602323	1.2359235	1.3250351	2.4304066	3.1829565	1.8795203	1.7129873	2.8968112	3.872143	2.9684527	3.7229617	3.917833	3.7286634	2.4796278	0.5329486	2.2752159	1.1560555	3.2286828	1.271444	3.844416	3.7338235	2.9912314	1.2864314	1.5482252	1.2020694	3.2671156	1.639042	2.075101	2.3526378	1.6066076	0.8144741	2.332517	1.7775179	2.7337	2.0112367	1.8649769	1.5080552	3.609668	1.2732749	2.795616	3.8607702	2.922107	2.5691445	3.7179127	2.9530473	3.2134712	1.6944534	0.0	1.8814362	0.9684135	3.2714682	2.6528096	1.1061068	2.982611	3.6903753	1.1991948	2.8742435	1.2824906	3.8566153	1.9927689	2.7786083	1.1145947	1.8486269	1.4709625	2.2061148	1.7106621	3.8112128	2.2732944	1.9278238	3.2849846
teacher/nn	1.4369688	2.3886478	1.9501083	1.0836586	1.073146	2.2374635	2.1475813	2.1880825	2.448303	2.4132576	2.005007	0.5217363	1.3844488	1.5030109	1.7560408	2.16482	1.7947605	2.1014254	1.9152423	1.802248	1.7424037	1.6866876	1.2180415	1.6115301	1.1638229	1.9557726	2.1632912	1.4093754	2.3182108	1.674375	1.4508065	2.0729887	2.0994852	1.0446615	1.796384	1.4529357	2.2030382	1.5970297	1.9924414	2.513506	2.2645383	2.1857142	1.6220449	1.6589761	1.9823186	1.1755575	2.1898785	1.761948	2.0826406	1.9127191	1.5356636	2.0775511	1.5261332	1.7848567	1.8766572	2.009605	2.370919	1.3316401	1.6191072	1.9666672	1.3858156	2.3188481	1.0412437	2.4634037	1.4598877	1.6304305	1.3927134	2.1131268	1.6296833	1.9712111	2.2016532	2.1094449	1.5031811	1.9765902	0.544197	1.6876192	2.1288862	1.5024861	2.1935368	2.0283806	1.9757483	2.3067658	2.633476	1.6029977	1.6087515	1.4389805	1.5465653	1.6779965	1.6555507	2.002582	1.6318235	1.5695603	1.0580351	1.1715542	0.9343586	2.4475775	1.8884807	1.9360856	1.4902012	2.136079	1.9575089	1.7385671	2.0104082	1.7759861	1.7798167	0.29869494	1.8814362	0.0	1.6282364	2.5484357	1.6871119	1.7317243	2.3606076	2.0429962	1.688082	1.1589779	2.1938658	2.1625881	0.7448018	1.4316775	1.4084876	2.0310776	2.1565068	1.0779226	1.176054	2.0836217	1.274714	1.1685406	2.3199048
team/nn	2.906935	1.3268429	0.49753478	1.1737093	1.936898	1.1835297	2.9865768	2.8514967	3.1694875	1.5283128	0.9598263	1.9411598	0.45899191	2.7633	3.2592907	3.6560934	1.2746503	0.94740486	1.2135386	1.2050366	1.0874234	0.82855725	2.7363849	1.0049655	0.93750113	0.83608747	0.9400709	2.3139782	1.2887982	1.1239197	2.0620203	3.6014974	3.5576584	1.0471606	3.2514277	0.7757382	0.9915093	1.202703	1.1730617	1.4235966	3.112411	2.9708352	0.4290293	2.492673	1.0398476	2.0162115	3.559499	3.222089	0.9024871	3.4334552	0.7763873	0.9719211	3.0421433	2.9356449	3.0202327	2.9099574	3.2011883	1.2813133	1.1218216	3.3771186	1.5131856	1.354029	1.7822751	3.1896665	1.2619152	1.2288574	2.9068253	3.6185653	3.0142994	3.3915236	3.6446128	3.6480136	2.646326	0.66426307	1.8373345	1.0787446	3.082245	0.7395223	3.721788	3.5522242	2.8893135	1.1992114	1.5067711	1.4641404	3.1418896	1.7873359	2.1814058	2.5487165	1.0808614	0.44033614	1.6548688	1.8021528	2.342831	1.9518777	2.0234838	1.4203181	3.2743645	1.1296155	2.9039032	3.6300046	2.93111	2.6137543	3.4437265	2.8443136	3.1098616	1.4206322	0.9684135	1.6282364	0.0	3.2555108	2.5274553	1.327404	3.0227396	3.3928401	1.2823207	2.5847862	1.1478142	3.6468375	1.3985213	2.4413333	0.85999596	1.1293402	1.254489	1.504668	1.9267858	3.544136	2.4483688	2.1411345	3.2011244
that/dd	2.4566417	3.4330459	3.3824818	2.6495626	2.7630818	3.445694	0.74902683	0.6865224	0.42116404	3.2338893	3.2666621	2.2183037	3.2854252	2.5357933	2.4778984	3.0389948	2.8086123	3.502902	2.997316	2.7490633	3.3064926	3.2517972	2.5221686	2.745391	3.0954638	3.5774012	3.6232953	1.6889986	3.4530191	2.595147	1.581001	2.805807	2.828298	2.8573718	2.2965963	3.0577862	3.534175	2.4120817	2.9588463	3.660492	0.62025356	0.64952046	3.0342445	1.1755956	3.5832276	2.9186263	2.6988642	2.245434	3.1783843	2.9639304	3.000055	3.6098995	2.2259116	1.3693134	1.1544172	0.9993227	0.4761714	3.0134153	2.9627032	2.7168956	2.1260953	3.1303434	2.9514496	0.14587465	2.5127485	2.412652	2.3014147	3.141896	1.9532633	3.1040785	3.0309029	2.684019	1.6596164	3.495276	2.7114627	2.4448485	0.8542249	2.9207883	2.7332954	2.8937354	0.93556064	3.4872026	3.632212	2.1336303	2.8049438	1.9190652	1.387805	1.330657	2.6246595	3.5073495	2.45129	1.6315428	2.0771103	1.559538	2.670822	3.3418279	2.858565	3.2377396	2.2985795	2.827396	0.8622937	1.0574569	2.9847674	1.2094493	1.5958589	2.5683477	3.2714682	2.5484357	3.2555108	0.0	1.107734	2.336227	0.37141615	2.526777	2.2728527	2.2853987	3.3253157	2.9938054	2.8841016	1.5823612	2.960517	3.0058482	3.1577702	2.8619566	1.955947	2.7739756	1.8565649	1.8856794	0.5651738
