	actress/nn	advance/vv	agencies/nn	agency/nn	aids/nn	alan/np	america/np	anybody/pn	anyone/pn	anything/pn	arm/nn	army/nn	artist/nn	association/nn	boss/nn	boys/nn	boy/nn	brother/nn	bush/np	businesses/nn	business/nn	campaign/nn	candidate/nn	car/nn	charity/nn	child/nn	citizen/nn	city/nn	companies/nn	company/nn	competitor/nn	convict/nn	countries/nn	country/nn	court/nn	criminal/nn	criminals/nn	dad/nn	daughters/nn	daughter/nn	district/nn	dogs/nn	employees/nn	dog/nn	employee/nn	enterprise/nn	entrant/nn	environment/nn	europe/np	everybody/pn	everyone/pn	fbi/np	folk/nn	food/nn	fred/np	friends/nn	friend/nn	girl/nn	government/nn	grandparents/nn	grandparent/nn	group/nn	grower/nn	grown-up/nn	guy/nn	guys/nn	her/pp	him/nn	him/pp	horses/nn	household/nn	houses/nn	house/nn	husband/nn	individual/nn	iranian/nn	irvin/np	it/pp	judge/nn	jury/nn	kid/nn	kids/nn	kitty/np	kurds/np	lady/nn	leland/np	lord/np	mama/nn	man/nn	management/nn	mater/nn	matter/nn	me/nn	me/pp	members/nn	member/nn	mom/nn	mom/np	mother/nn	myself/pp	nation/nn	nicaragua/np	other/nn	parents/nn	parent/nn	peasant/nn	people/nn	person/nn	plaintiff/nn	planner/nn	president/np	public/nn	rashad/np	reader/nn	rear/vv	russia/np	ryan/np	schwartzkopf/np	scout/nn	sister/nn	somebody/pn	someone/pn	son/nn	sons/nn	stomach/nn	stranger/nn	students/nn	student/nn	taxpayer/nn	teacher/nn	team/nn	that/dd	them/pp	theory/nn	things/nn	thing/nn	thomases/np	topic/nn	trek/np	troop/nn	twins/nn	twin/nn	university/nn	us/pp	veteran/nn	veto/nn	vietnamese/nn	washington/np	white/nn	wife/nn	woman/nn	women/nn	wwf/np	you/pp
kitty/np	2.2443557	0.7583079	1.7216661	1.8449776	1.1957012	1.6433368	1.3975949	2.8854048	2.742002	2.5583181	3.7360487	1.7237927	1.6983899	2.2418675	3.7207901	2.5549135	2.7735806	3.915849	0.93543774	2.0446177	0.8314401	1.5278994	1.3836101	0.9768212	1.1369944	2.6492157	2.3485603	1.4964899	2.1275942	1.9055134	2.5616148	2.2514656	2.291172	1.1503526	1.6537652	2.2166	2.219238	4.0163536	3.5941079	3.6442716	1.3643136	2.0625563	2.1937327	1.1971331	2.303432	2.3125317	1.2906985	1.0390552	1.15599	2.7882686	2.7525556	1.6244988	2.4187717	0.8676881	0.86727756	2.218845	3.512365	2.7764468	1.6192806	0.6063059	3.3244388	1.2874898	1.9314245	1.102927	2.1674404	2.3285322	1.0894464	1.465204	0.86831164	1.4841955	1.2460654	2.501871	1.5533175	3.7453132	2.224879	1.5793644	1.0728697	0.8711931	1.7670337	1.6647663	2.5741906	2.0473635	0.0	1.0666331	2.9209774	0.98581004	1.2189938	3.8577693	2.4953926	1.461883	3.7704802	1.4398712	1.0138242	1.0096204	1.7705057	1.4936433	3.8045707	1.2422216	3.7584586	1.0684052	1.7350476	1.33847	1.1730167	2.596487	3.1422102	2.07353	2.5219364	1.9701065	1.5734282	1.814695	1.1015632	1.9913186	1.0407425	2.772597	2.5558097	1.1355441	1.2929857	2.026531	2.912423	3.8806617	2.72612	2.6367247	3.670287	2.4321315	3.722251	1.4755151	2.3084636	2.2470875	2.0981505	2.1857023	1.498583	1.1918879	0.74184495	1.3561928	2.0766685	1.7034888	1.3232211	1.1265821	1.0552752	2.1590312	1.5671706	3.9912424	1.3656898	1.1248926	2.0743651	1.2247002	1.7691387	1.3193039	1.0941604	3.8533356	2.5372825	1.5960798	1.6664609	2.387178
kurds/np	2.311042	0.8542162	1.6207236	2.0333202	1.005763	1.8408517	2.3382187	2.9462326	2.8006532	2.574504	3.504728	1.887119	1.9124324	2.3559344	3.4884558	2.5925007	2.8040097	3.6760645	1.5994087	2.2626758	1.8449352	1.9232802	1.8585021	1.8439387	0.96873754	2.528562	2.3829813	2.4301574	2.2160738	2.0398147	2.4173546	2.4159677	2.229388	2.0352957	2.0366316	2.306325	2.204176	3.7958717	3.4240494	3.4754038	2.0180745	1.8925291	2.099127	1.6597166	2.216645	2.4043076	1.7856435	1.6146882	2.1352592	2.8442988	2.8563383	1.7332412	2.5109267	0.99681306	1.0219564	1.9838935	3.2577584	2.7990236	1.9937525	1.53471	3.1286328	1.6071262	2.100032	0.8541654	2.3469062	2.3666859	0.8349937	1.091142	0.79592294	1.1386869	2.2306685	2.4897084	1.7843188	3.570685	2.353928	1.891797	0.46697918	0.4900751	1.977519	1.8994261	2.501601	1.8038956	1.0666331	0.0	2.8604827	0.5438595	1.1764299	3.6505358	2.5579114	1.6707172	3.5493276	1.7331604	0.8148663	0.7847379	1.825864	1.6729017	3.5951807	1.2549464	3.5471966	1.0641884	1.8808231	2.2997837	1.2433025	2.409917	2.9582257	2.3254473	2.6393127	2.1535678	1.9194719	1.9384886	1.0881324	2.1295533	0.4966185	2.6042209	2.406763	2.0892277	1.5479382	2.149135	2.94825	3.6771438	2.814448	2.7454662	3.464265	2.5090818	3.5292935	1.600668	2.2270153	2.2421243	2.198297	2.1889606	1.6060798	0.43322676	0.6966286	1.505262	1.9286941	1.7539897	1.2521425	1.6224756	0.42143428	2.2623892	1.2964418	3.7749093	1.5933356	0.7709403	2.2271848	1.7837495	2.0916123	2.2895052	1.0335528	3.6229434	2.576669	1.2170856	1.8098282	2.41175
lady/nn	1.0712653	2.765854	3.4544454	3.9077723	2.4278352	3.8911316	3.9563966	2.1369846	1.9991835	2.1450772	1.796123	3.8707223	1.6973858	3.941883	1.7811848	1.5387572	0.57919824	1.6633837	2.828487	1.7094618	3.3631928	3.613689	3.1742153	3.512857	2.4667249	0.78416735	3.7443798	4.0557575	2.0044007	3.9528658	1.1454878	1.6260912	1.6626354	3.7458541	4.025138	1.8833284	3.6733274	1.8370215	1.1933614	1.5442202	3.9081972	1.8263826	1.3630531	2.0038698	1.0465435	3.8868852	3.7656732	3.5656123	3.711934	2.1895597	2.1717932	3.8790355	1.4659076	2.3538213	3.2601287	1.6910377	1.4901968	0.60053736	3.8842933	3.3906927	1.1890707	2.0980518	4.1006227	2.4105077	1.5511332	1.485035	2.6761177	2.060567	2.7507854	2.1505857	3.711285	1.4244472	3.841476	1.3959172	1.5606837	3.8807425	3.129921	3.0670564	3.964841	4.0180793	0.74147916	1.393875	2.9209774	2.8604827	0.0	3.0133228	2.9143386	1.7383713	0.9510146	2.4801707	1.7615798	1.9351621	2.6030295	2.831656	1.9320632	2.1804264	1.7381086	3.3112977	1.5697252	2.4586015	3.9843597	3.8400252	2.2351172	0.91846037	1.0900714	1.6438051	1.5840452	1.7292963	3.9782732	2.3430262	3.1284294	3.9300122	3.1921751	1.0693772	1.2287678	3.7491055	3.528539	3.2091587	0.6003694	1.6548436	1.8977638	1.8053523	1.5885313	1.5205731	1.7087325	1.8255513	0.813433	0.9948287	3.8339312	0.9372102	3.6477108	3.051092	2.7102218	2.8301036	1.7771844	2.0224743	2.2650378	2.0680256	3.0180557	3.5591025	1.6491716	1.6019818	2.0929072	2.8641484	1.8582871	2.8814526	3.9855182	3.844045	2.3892205	1.8943408	1.0135874	1.81427	3.9898574	2.3068564
leland/np	2.3184552	0.8709511	1.3919928	1.7467182	1.2592108	1.5109541	2.1486852	2.9141195	2.7780573	2.5480015	3.8257139	1.5590303	1.8354163	2.0776463	3.8067782	2.7860804	2.874467	3.9667342	1.3144071	2.4163451	1.694903	1.5800753	1.5337069	1.6014235	0.9498379	2.770144	2.1530507	2.210337	2.2916381	1.7907593	2.678813	2.3855782	2.4577389	1.8088694	1.7231938	2.2544663	1.9788764	4.083052	3.671892	3.7469804	1.7525898	2.1694505	2.3417356	1.6636328	2.4158478	2.139607	1.4912059	1.3103302	1.9272245	2.7988398	2.8081906	1.4419897	2.5952547	1.1289628	0.7978354	2.30628	3.5438204	2.8780706	1.651423	1.3841226	3.4076183	1.5902247	1.8250289	0.7676012	2.436362	2.5547688	0.9760005	1.3743986	0.9261022	1.3813184	2.0287285	2.7067182	1.5540812	3.828559	2.384059	1.5628248	0.3865626	0.40111113	1.6776046	1.6135105	2.7258906	2.0898056	0.98581004	0.5438595	3.0133228	0.0	0.81281596	3.9341521	2.5934517	1.6153002	3.838763	1.6608351	0.80845034	0.86073244	1.9424852	1.6856873	3.8822842	0.8262059	3.822502	1.2259747	1.5879158	2.0616856	1.3176173	2.667404	3.2283175	2.3430533	2.6510758	2.089551	1.6317891	1.8926628	0.65879947	1.8359823	0.45452157	2.8753564	2.6680324	1.8999687	1.3695866	1.9213849	3.0173836	3.9607408	2.7881277	2.725999	3.74166	2.6788697	3.8109822	1.5187668	2.3774056	2.3239686	1.9165133	2.2784767	1.3294713	0.3246397	0.72213894	1.4051502	2.164935	1.8304361	1.2421929	1.654039	0.4543311	2.0100517	1.537701	4.0456204	1.5850081	0.92205137	2.1892426	1.4927113	1.7405773	2.0820053	1.2592186	3.9461958	2.6011617	1.5105	1.4710782	2.3481646
lord/np	2.0548623	1.3833418	1.3634188	1.5719098	1.7432041	1.4209908	2.107591	2.3930776	2.2844982	2.0621789	4.051061	1.4420116	1.5031608	1.8374484	4.0340414	2.601103	2.637727	4.1296806	0.96893466	2.2185962	1.6737874	1.2848138	1.099157	1.5195545	1.3481944	2.857962	1.909208	2.1381135	1.952695	1.5780416	2.8696027	1.9684052	2.3564212	1.7498783	1.6294113	1.8631401	1.7739401	4.2646966	3.7759485	3.9253964	1.5803258	2.1923845	2.5798352	1.6847732	2.521791	1.8708119	1.4354118	1.2227325	1.8969002	2.2703319	2.2700229	1.4236234	2.2804601	1.5153222	1.1330087	2.404817	3.7488112	2.6402404	1.4529599	1.6005079	3.5552506	1.3600714	1.6496806	1.0447503	2.1667235	2.3914506	1.5691122	1.693478	1.4434025	1.6155956	1.9653777	2.5737429	1.610723	3.955835	2.027509	1.4875313	1.1384377	1.096713	1.5912061	1.5850818	2.7108886	2.3243718	1.2189938	1.1764299	2.9143386	0.81281596	0.0	4.1247387	2.3011124	1.488434	4.061587	1.3740084	1.2718822	1.4721894	1.906064	1.6078168	4.0869694	0.48843196	3.9963217	1.6709436	1.5571926	1.9816922	1.6344008	2.7988737	3.379525	1.9859638	2.2466426	1.681436	1.4861131	1.6736745	0.32714802	1.6544069	1.2142794	3.0489807	2.8852715	1.8819729	1.4719759	1.5620799	2.7833135	4.130417	2.2920415	2.2496157	3.9318113	2.4801223	4.022222	1.3300782	2.384398	2.1562276	1.6990633	2.1767328	1.2523328	1.0416241	1.1583983	1.1342798	2.101838	1.590782	1.5688195	1.6415869	1.2096016	1.7051859	1.7624573	4.1760693	1.4485064	1.537875	1.8129113	1.0468584	1.6456276	2.0254784	1.6334499	4.1699634	2.2880564	1.752121	1.4246833	1.8258244
mama/nn	2.6934445	3.5435004	4.603327	5.075279	3.01013	4.988377	4.9563384	3.7589514	3.6151755	3.6946924	0.636895	5.0376673	3.2011645	5.214458	0.62493503	2.8210707	2.296708	0.5915882	4.0834503	3.0038366	4.3767557	4.870973	4.5089464	4.589611	3.3266976	1.4900215	5.0352926	5.085186	3.4522605	5.1543465	1.4926795	3.2752213	2.8255959	4.803034	5.1383204	3.4714835	4.932682	0.25061965	0.5935353	0.51439965	5.069485	2.811111	1.8135228	3.0278296	1.8857162	5.1839633	4.872711	4.69305	4.711954	3.7983096	3.8084502	4.9885163	3.0246792	3.1255035	4.2188187	2.4930272	0.6061283	2.337334	5.0510507	4.2645493	0.7381735	3.4251418	5.283387	3.4223635	3.032307	2.7792664	3.3135102	2.8120918	3.4746907	2.9828336	4.734371	2.6446543	4.9029098	0.46594992	3.152884	5.02362	3.9428217	3.8947055	5.087707	5.1268296	1.8723166	2.0013654	3.8577693	3.6505358	1.7383713	3.9341521	4.1247387	0.0	2.6609771	3.7044	0.32307112	3.3454144	3.451833	3.5172024	3.0956833	3.383829	0.15862213	4.474572	0.3650085	3.1438851	5.098392	4.8866262	3.0483909	1.4877009	0.9077867	3.2023723	3.2415848	3.321414	5.1570735	3.6783104	4.2723565	5.1511874	3.9774706	1.2879215	1.4720027	4.7454185	4.565104	4.5779586	2.2310405	0.5065648	3.5532577	3.4720733	0.44714743	2.858601	0.27903417	3.1718302	2.0329955	2.531513	5.08805	2.3769314	4.787231	3.8990676	3.5940485	4.0865793	2.898106	3.3538303	3.100493	3.1404884	3.7852051	4.8833065	2.5221026	0.60999775	3.3559694	3.5219495	3.420143	4.226571	5.117509	4.8576236	3.1445155	0.6357752	2.723059	2.640226	5.1278963	3.8494647
man/nn	0.34600788	2.465968	2.843351	3.2719743	2.3280196	3.2985833	3.4255643	1.3899672	1.2506303	1.4218179	2.6599922	3.219288	0.9388877	3.2306807	2.6441257	1.3040353	0.48776317	2.5679452	2.176061	1.3252999	2.856138	2.9139497	2.4408348	2.9437091	2.1594777	1.3979582	3.038969	3.4983819	1.3785203	3.2863817	1.6866418	0.7482807	1.4442655	3.1782324	3.4099574	1.0583432	2.9886825	2.765979	2.129769	2.4393854	3.260268	1.6703043	1.705785	1.6873746	1.337874	3.1648633	3.1542017	2.9492977	3.189005	1.430435	1.3750893	3.269066	0.85846466	2.1305535	2.7822247	1.7287743	2.3505235	0.4152027	3.2414703	2.9632473	2.0591688	1.4798467	3.4346874	1.9984137	0.9815815	1.2106708	2.4879417	1.9398651	2.496162	1.9571489	3.1776357	1.2847807	3.2649887	2.3289678	0.80988306	3.238171	2.7724757	2.704174	3.3501093	3.3969812	1.1190994	1.6238391	2.4953926	2.5579114	0.9510146	2.5934517	2.3011124	2.6609771	0.0	1.9155717	2.65596	1.2471492	2.2823162	2.5890136	1.5465541	1.6816161	2.6508768	2.6963444	2.4795318	2.276199	3.3644128	3.2786436	2.0048406	1.4949621	1.9168402	0.91509545	0.78748333	0.8772342	3.3118138	1.7134444	2.5394652	3.2456756	2.844679	1.7307045	1.7698087	3.2261374	2.9884162	2.4697483	0.71481	2.5690818	1.107785	0.9888095	2.47823	1.2074558	2.6095586	1.2169117	0.95758003	0.535338	3.1356437	0.6761487	3.0285661	2.683475	2.3486047	2.197554	1.5238384	1.4575585	2.0143087	1.696857	2.7037857	2.833555	1.5591699	2.527011	1.5413021	2.640827	1.0600629	2.1556895	3.3537805	3.3082767	2.176994	2.7675626	0.15320118	1.7153419	3.3460038	1.542673
management/nn	1.7455907	1.4768527	1.2359303	1.6224562	1.8973088	1.7508683	2.148257	2.2782903	2.148572	2.0672648	3.4749649	1.6530246	1.2451279	1.6117382	3.463103	1.9631935	2.2553651	3.5797963	1.2560073	1.6225333	1.738009	1.4744792	1.2606527	1.6114696	1.7203218	2.282599	1.4847071	2.22496	1.3820915	1.7291937	2.267389	1.5712607	1.7141654	1.8181566	1.7683872	1.2288907	1.4171455	3.8177626	3.3243272	3.4357703	1.8042421	1.5817566	2.0033977	1.2216903	1.8437877	1.5913402	1.607268	1.4682955	2.0487907	2.2205584	2.1467676	1.6193227	1.7189672	1.50397	1.370316	1.8246263	3.2805865	2.228739	1.7120749	1.8228457	3.0253606	0.6839281	1.8845696	1.427942	1.4757906	1.7435555	1.8468393	1.77234	1.7812877	1.8043092	1.999499	1.9403303	1.536965	3.477393	1.5419718	1.7525605	1.6385553	1.5369849	1.6729586	1.7766174	2.1112654	1.9599628	1.461883	1.6707172	2.4801707	1.6153002	1.488434	3.7044	1.9155717	0.0	3.6106262	0.8422481	1.7140496	1.8644278	0.7380493	0.33564788	3.6466637	1.5440922	3.5346835	1.606509	1.6916071	2.0666451	1.4889007	2.2537732	2.8334312	1.3589196	1.7088319	1.3036205	1.7467948	0.4423533	1.5027303	1.5986109	1.7143036	2.505774	2.2913055	2.0072505	1.2669301	1.0561997	2.4170241	3.5963206	2.0715878	1.9467831	3.4250972	1.8060865	3.6028628	1.3011065	1.8301836	1.5985429	1.5187408	1.613895	1.4367876	1.6800022	1.3767236	0.9525578	1.5951371	1.1026529	1.7792778	1.0411816	1.6507766	1.313828	1.4524922	3.634297	0.4491867	1.9933455	1.0966941	1.1618133	1.80459	2.1074932	1.4606981	3.5923905	1.9840273	1.6712009	1.783239	1.9091622
mater/nn	2.6650407	3.4514294	4.4980936	4.996036	2.9383016	4.912213	4.877288	3.8071616	3.6573727	3.734588	0.48455492	4.956267	3.1542778	5.12274	0.45763454	2.8318543	2.3205814	0.517629	4.013653	2.996646	4.2996807	4.793402	4.4409256	4.5121417	3.2456837	1.4412265	4.938346	5.005096	3.4356816	5.0854173	1.3934726	3.2626739	2.8139756	4.721561	5.052171	3.4249983	4.8349266	0.40726325	0.6444659	0.48271996	4.989301	2.7782266	1.7079816	2.944808	1.7939453	5.0936365	4.7938185	4.6091638	4.634946	3.843948	3.846536	4.8868136	3.0244331	3.03526	4.1280766	2.4593472	0.45914745	2.354683	4.9778976	4.1815753	0.7090678	3.3645487	5.213081	3.333238	3.0086198	2.7737024	3.2238727	2.7541478	3.4002206	2.9478722	4.657381	2.6496038	4.8048544	0.49767873	3.1434214	4.948114	3.8286574	3.786344	4.9964986	5.0398865	1.8549075	1.9295862	3.7704802	3.5493276	1.7615798	3.838763	4.061587	0.32307112	2.65596	3.6106262	0.0	3.2817013	3.3693817	3.4327278	3.0078897	3.2895062	0.22248127	4.3982034	0.30047232	3.0548034	5.00503	4.8080344	2.9619668	1.4116155	0.8368002	3.18166	3.2419896	3.2894626	5.0698304	3.5930243	4.19551	5.0619698	3.865873	1.2063318	1.3629481	4.666807	4.4674807	4.5027237	2.2778444	0.45355442	3.587836	3.4951658	0.3175965	2.8559856	0.28101602	3.1147232	1.9562277	2.4753218	4.997851	2.3135715	4.702709	3.7926478	3.5170083	4.0351295	2.8824747	3.3261936	3.0187707	3.063757	3.6646798	4.799671	2.42393	0.612587	3.2702262	3.4399173	3.3762429	4.161054	5.045786	4.7795033	3.0582185	0.52836794	2.7192945	2.5760286	5.030038	3.8758235
matter/nn	1.0437136	1.5281693	1.7621717	2.132055	1.7393179	2.1605039	2.29281	1.7571387	1.6067873	1.5680572	3.2268355	2.0704803	0.43349454	2.1531503	3.2110884	1.6058857	1.6299374	3.2765632	1.0489097	1.2247956	1.7520237	1.7465808	1.3069373	1.7559301	1.4771179	1.9169123	2.042513	2.360763	1.1081321	2.1706223	1.9948119	0.92092437	1.4806	1.9938288	2.2128663	0.8333925	1.9775082	3.4752464	2.9146783	3.0886755	2.061388	1.4809723	1.7613292	0.91592836	1.5623844	2.1230633	1.9408302	1.7310765	2.0802248	1.7063447	1.6275969	2.0963778	1.2146753	1.3506001	1.6556996	1.6952925	2.9612918	1.6024599	2.0788867	1.870078	2.6986842	0.3818469	2.301531	1.2245151	1.0087222	1.388304	1.7607089	1.53318	1.6941029	1.5405995	2.0655034	1.5948887	2.0683682	3.0944135	0.96761787	2.0731535	1.8259549	1.7179395	2.180347	2.21119	1.699248	1.6668686	1.4398712	1.7331604	1.9351621	1.6608351	1.3740084	3.3454144	1.2471492	0.8422481	3.2817013	0.0	1.531962	1.8008517	0.9166073	0.7208347	3.3034992	1.6466535	3.1800663	1.5258096	2.1877692	2.1471415	1.294804	1.9310842	2.5091608	0.80533653	1.1838508	0.61653423	2.1182094	0.83435446	1.5195588	2.1136858	1.8905847	2.1815836	2.0383067	2.0944026	1.7951791	1.4875199	1.8090132	3.272409	1.5155421	1.3832612	3.1103425	1.4359387	3.2458415	0.6240441	1.3898329	1.0501522	2.0452688	1.086537	1.8717273	1.8039527	1.4142883	1.1589495	1.3964999	0.88082004	1.4500747	0.81452805	1.7991798	1.8172015	1.2249773	3.3021574	0.48663536	1.9075165	0.6922499	1.0206946	2.197474	2.1896744	1.4163657	3.3482049	1.2960469	1.4157803	2.1763656	1.4646596
me/nn	2.0156503	0.6575963	1.835962	2.2471948	0.7142595	2.0273478	2.3511426	2.7325628	2.5741777	2.3666394	3.397425	1.999873	1.6164489	2.5144224	3.3738127	2.4629757	2.5266447	3.5409248	1.4437441	2.1178102	1.7918173	1.9470682	1.7686863	1.8282502	0.21850687	2.326806	2.5466588	2.431957	2.1590445	2.2501185	2.221087	2.167635	2.1614423	2.0453532	2.2030194	2.146229	2.3852017	3.6219552	3.2082376	3.2723484	2.1331139	1.8876948	1.8777922	1.4465756	2.033883	2.5593812	1.8508548	1.6798307	2.0681012	2.6310058	2.6473997	1.9922196	2.3271294	0.7311535	1.1092049	1.9677929	3.0832968	2.5218318	2.1039698	1.4460722	2.9613051	1.4926935	2.2815027	0.4477689	2.1801465	2.2401497	0.49248338	0.8473085	0.51401186	0.8912892	2.1791885	2.3638997	1.9747998	3.3679686	2.1409557	1.8991804	0.92957	0.8893147	2.189847	2.0593183	2.3067822	1.5895249	1.0138242	0.8148663	2.6030295	0.80845034	1.2718822	3.451833	2.2823162	1.7140496	3.3693817	1.531962	0.0	0.43569955	1.822012	1.6680323	3.4039235	1.4313586	3.359252	0.795709	2.0923593	2.2392776	0.8392897	2.243317	2.7836363	2.1400342	2.4396467	1.9101405	2.097086	1.9375423	1.2386315	2.2898011	0.8955481	2.391842	2.2135506	2.0711944	1.7257713	2.196506	2.6669536	3.504603	2.5893664	2.521431	3.2939487	2.3721695	3.3187027	1.193785	1.9894831	2.0219607	2.3446598	1.9387863	1.805903	0.89775455	0.5829595	1.5540943	1.8815678	1.6777849	0.5767919	1.4663973	0.8846231	2.3649168	1.1816238	3.6135395	1.5417128	0.47210056	2.0743437	1.634887	2.1060998	2.2563229	0.91222876	3.5199006	2.29756	1.0622507	1.9876411	2.2339625
me/pp	2.3313668	0.4910304	1.9243104	2.2788043	0.580794	2.0279973	2.300817	3.0364983	2.8753233	2.6563604	3.4427257	2.0422893	1.9341899	2.6135454	3.4208577	2.658231	2.805487	3.626361	1.6243341	2.3010325	1.7808985	2.0555582	1.9525691	1.8160065	0.56635815	2.4657385	2.6751869	2.3950937	2.3858654	2.2831318	2.3139663	2.4753814	2.323285	2.0180943	2.1965344	2.4458687	2.5050263	3.6855462	3.3334532	3.3587594	2.1575475	1.996096	1.9459039	1.55974	2.1694553	2.674069	1.8359457	1.7046514	2.0336058	2.934116	2.952153	2.0144334	2.5892823	0.71744406	1.0586411	2.0515573	3.1640632	2.8053186	2.1349025	1.3384738	3.0539007	1.7062836	2.298009	0.81234896	2.417411	2.4329224	0.22896937	0.9455969	0.27720976	1.0023118	2.157355	2.5478613	1.9509758	3.479625	2.423372	1.9201505	0.87023187	0.8074538	2.2030141	2.0483274	2.4840705	1.6910986	1.0096204	0.7847379	2.831656	0.86073244	1.4721894	3.5172024	2.5890136	1.8644278	3.4327278	1.8008517	0.43569955	0.0	1.9685639	1.8258955	3.466615	1.5502192	3.4454477	0.67648286	2.096185	2.2220066	0.88596994	2.3694892	2.8837743	2.3993404	2.7310028	2.2195852	2.1358922	2.136908	1.3792261	2.3576765	0.7866703	2.4974012	2.2900696	2.0216963	1.700004	2.3764415	2.9363449	3.5956073	2.8966217	2.8279884	3.362465	2.5757384	3.3870623	1.5361707	2.2041953	2.2980533	2.439902	2.1946528	1.8411072	0.9143149	0.56915134	1.6946334	2.0335166	1.8807139	0.812596	1.5727607	0.81698155	2.5082834	1.3379663	3.7204251	1.7338114	0.23038024	2.353967	1.8441727	2.111598	2.222401	0.8432536	3.5575187	2.6160097	1.2058189	2.023136	2.5239074
members/nn	1.4509857	1.6431286	1.8193262	2.2758653	1.7957485	2.375376	2.6371074	2.1137817	1.9599845	1.9353775	2.8342996	2.2831461	1.1941658	2.261877	2.823805	1.4036866	1.8212409	2.935806	1.7195095	1.1950201	2.1460836	2.1227162	1.8473783	2.1362944	1.787021	1.6522648	2.0770607	2.7399044	1.126241	2.3202398	1.6593467	1.3675985	1.1406317	2.3495688	2.430354	1.1202124	2.0061774	3.197129	2.7160685	2.8338633	2.4188256	1.0255471	1.4681554	1.1926166	1.2586159	2.2201667	2.2121413	2.0772505	2.5052269	2.0933	2.0251005	2.26028	1.298629	1.4980444	1.8212367	1.2109582	2.6638305	1.7730403	2.3625968	2.197454	2.3893075	0.78020746	2.4836109	1.5662634	1.054352	1.1815631	1.8805952	1.5445184	1.859692	1.6138775	2.4701047	1.3390192	2.1431952	2.8641815	1.2341521	2.3468473	1.9394406	1.8489938	2.3326507	2.3897703	1.462687	1.44454	1.7705057	1.825864	1.9320632	1.9424852	1.906064	3.0956833	1.5465541	0.7380493	3.0078897	0.9166073	1.822012	1.9685639	0.0	0.4561365	3.0388722	2.077571	2.9182866	1.5583591	2.3325546	2.5733252	1.4203869	1.6379211	2.2058132	1.0956212	1.4091028	1.2033006	2.3893008	0.69527465	1.9794215	2.255939	2.0033307	1.8830676	1.702507	2.4688084	1.8335967	1.6354107	1.989795	2.9674046	1.8746978	1.7316937	2.8072107	1.2653093	3.0103955	1.2846197	1.2952394	1.1430316	2.165423	1.1488523	2.0458634	1.9567901	1.5698668	1.3363222	1.0926862	0.9083196	1.7642859	1.0111647	1.9007682	1.928009	1.1056671	3.0013964	0.5755116	2.0661883	0.9742457	1.6780381	2.4325635	2.5880628	1.3587314	2.947753	1.6406169	1.3476094	2.4200203	1.8804749
member/nn	1.5180161	1.4567266	1.5081587	1.9307466	1.7655404	2.0230033	2.294621	2.1981397	2.054259	1.999531	3.152863	1.9434704	1.1003131	1.9359903	3.140843	1.7369815	1.9944875	3.2570455	1.3607407	1.4165528	1.8275793	1.7522194	1.4833924	1.7773108	1.6491072	1.9582517	1.7884309	2.3838463	1.2802526	2.0241337	1.9476107	1.4266883	1.4944576	1.9914384	2.0547245	1.1349896	1.7170931	3.495659	3.0026996	3.1167755	2.0458903	1.3694887	1.6949295	1.0379857	1.520279	1.9095603	1.85659	1.6999947	2.165242	2.1539698	2.080161	1.9070243	1.521732	1.383349	1.5245063	1.5782467	2.9621735	1.9667442	1.9927773	1.897206	2.7017226	0.58785933	2.1765442	1.3886567	1.2644075	1.5081286	1.7717791	1.6067126	1.7324204	1.6665227	2.1229641	1.6942905	1.8140991	3.1538024	1.371904	2.0133522	1.7076219	1.6027766	1.9732324	2.057	1.7982142	1.6772519	1.4936433	1.6729017	2.1804264	1.6856873	1.6078168	3.383829	1.6816161	0.33564788	3.2895062	0.7208347	1.6680323	1.8258955	0.4561365	0.0	3.32627	1.7376025	3.2107236	1.4912883	1.9874731	2.211511	1.3487955	1.933585	2.5094175	1.1858835	1.5515057	1.1789103	2.0309973	0.49469003	1.6550483	1.9180431	1.7810472	2.185544	1.9738191	2.136312	1.5164508	1.343679	2.1577883	3.2742155	1.9672859	1.8304492	3.1026158	1.5798006	3.2840075	1.170349	1.5196362	1.3251146	1.8379736	1.3225478	1.7156546	1.7398664	1.379252	1.1248358	1.3998269	1.0022367	1.6607282	0.8638071	1.6840714	1.6228849	1.2068732	3.3130088	0.25849608	1.949492	0.9856152	1.3184484	2.0822284	2.2404945	1.3380389	3.2699287	1.7623743	1.46899	2.0648782	1.8840171
