cw	x	y	cluster_number	medoid_label	silhouette	final_cluster
glimpse/nn	-11.94189682236435	-17.879133197234985	4	broadcast/nn	0.19738156	broadcast/nn
goal/nn	17.71353999866309	12.71986804217002	0	thrust/nn	0.4627097	thrust/nn
grade/nn	-5.454166818541801	0.03445595119151601	13	activity/nn	-0.103567846	NA
graph/nn	-12.33068260777794	-11.390593439913367	12	list/nn	0.18033561	list/nn
grief/nn	8.602721721011594	20.250030709612968	6	experience/nn	0.44849947	experience/nn
guidance/nn	2.9155378633968168	8.093488018345973	13	activity/nn	0.14714819	activity/nn
gun/nn	-31.892156615873542	-2.5164189010493407	3	pat/nn	0.1716643	pat/nn
half/nn	35.55898407217881	-15.66727460326	8	minute/nn	0.6400327	minute/nn
hdls/np	-15.404779993808871	8.188978907726774	7	transfusion/nn	0.5242666	transfusion/nn
headache/nn	-12.826759625657084	8.554842382780983	7	transfusion/nn	0.55880165	transfusion/nn
headline/nn	-11.658388672632109	-19.56863091060438	4	broadcast/nn	0.4541561	broadcast/nn
help/nn	14.42878932761022	7.035124604575606	1	access/nn	0.30727276	access/nn
hers/pp	-14.297248770016424	-13.829883152880484	12	list/nn	0.13201581	list/nn
hint/nn	0.13636001085489716	8.933546693901134	13	activity/nn	0.33976015	activity/nn
history/nn	1.3502236779762733	-3.1424863615990937	12	list/nn	0.10622905	list/nn
homeland/nn	13.956482387927904	5.2271709453940876	1	access/nn	0.38003778	access/nn
hour/nn	36.44303475687505	-16.62498078776476	8	minute/nn	0.68037885	minute/nn
hug/nn	-15.513185569710519	-13.394382210241057	12	list/nn	0.2138122	list/nn
husband/nn	-14.094247896090717	-13.933125743141286	12	list/nn	0.08714697	list/nn
idea/nn	2.8836303586042282	19.14340093221768	6	experience/nn	0.31050268	experience/nn
importance/nn	10.398976430816548	16.948273389097846	0	thrust/nn	-0.01730057	NA
impression/nn	4.328792011873849	18.166529855102453	6	experience/nn	0.47165602	experience/nn
incentive/nn	27.566406255610577	1.5053377084118245	10	discount/nn	0.21658732	discount/nn
inch/nn	36.70608158787944	-16.121938119834095	8	minute/nn	0.62878513	minute/nn
income/nn	35.042035469670815	-3.3962739326590463	10	discount/nn	0.35180748	discount/nn
independence/nn	15.534525032914598	13.652710176715022	0	thrust/nn	0.3510742	thrust/nn
indication/nn	0.7959058565455043	9.82216709224063	13	activity/nn	0.2911286	activity/nn
information/nn	-1.175636649317286	7.365535926366547	13	activity/nn	0.20973288	activity/nn
injection/nn	-13.889904946121955	9.17374196395618	7	transfusion/nn	0.6203157	transfusion/nn
inn/nn	-29.149810017895177	0.19997126781134708	2	drainage/nn	0.2634453	drainage/nn
insight/nn	5.456299223146421	19.330176069250193	6	experience/nn	0.3666585	experience/nn
instruction/nn	2.2022522968108285	7.685126660019486	13	activity/nn	0.28950307	activity/nn
insurance/nn	28.448024516791136	-0.36461055206849713	10	discount/nn	0.37405282	discount/nn
interaction/nn	0.658294379861746	11.412812060142224	13	activity/nn	0.3258316	activity/nn
interest/nn	19.460901323128688	11.1354241100679	0	thrust/nn	0.3317044	thrust/nn
isolation/nn	2.3156440309679382	12.034320431382195	13	activity/nn	0.13908581	activity/nn
it/pp	-3.427726159950822	-3.5673371457482026	14	one/pn	0.638571	one/pn
job/nn	27.129845351938812	1.888126523633042	1	access/nn	-0.08507059	NA
junkyard/nn	-30.005806782660727	-2.5057787851943223	2	drainage/nn	0.037074406	drainage/nn
jurisdiction/nn	16.79173979776867	-0.874891582002878	5	jurisdiction/nn	0.603154	jurisdiction/nn
key/nn	-9.05628184136772	2.1810946689807413	13	activity/nn	0.058773678	activity/nn
kid/nn	-6.282155914028034	-1.2521959314986264	14	one/pn	0.36207432	one/pn
kiss/nn	-15.531897791393183	-13.681139538404445	12	list/nn	0.12021314	list/nn
kit/nn	-20.997982477250424	4.752363419452144	7	transfusion/nn	0.17332686	transfusion/nn
knife/nn	-32.58343897262089	-2.042484399617268	3	pat/nn	0.18050656	pat/nn
knowledge/nn	7.003971791617795	19.50802979498493	6	experience/nn	0.3669761	experience/nn
labor/nn	12.742702667275399	4.751595856422224	1	access/nn	0.39864975	access/nn
law/nn	16.58928609427331	-0.049750992157151	5	jurisdiction/nn	0.44562992	jurisdiction/nn
leeway/nn	14.947614746045	9.334503611136967	1	access/nn	0.010592644	access/nn
less/da	36.882734927731995	-10.950290075433355	9	worth/nn	0.44955277	worth/nn
license/nn	15.194256734105867	1.8634585966635586	1	access/nn	-0.040194258	NA
life/nn	6.614721373861672	18.403520414749075	6	experience/nn	0.42473623	experience/nn
lift/nn	-24.7944031108481	1.9957537189431191	2	drainage/nn	0.43924385	drainage/nn
light/nn	-30.38645165353631	-1.0841199106347226	2	drainage/nn	0.012534353	drainage/nn
limit/nn	29.891564771505212	3.2902486506538557	5	jurisdiction/nn	-0.12360194	NA
list/nn	-12.355775609394135	-10.877874119046028	12	list/nn	0.29111984	list/nn
literature/nn	-15.063506991813371	-15.58042105832411	12	list/nn	-0.012087958	NA
loan/nn	30.557976256387384	-3.3755726127816237	10	discount/nn	0.51247454	discount/nn
lollipop/nn	-32.640129306949135	8.680343996224012	11	tang/nn	0.5773999	tang/nn
look/nn	-11.8830852654316	-18.237907637369453	4	broadcast/nn	0.32869354	broadcast/nn
lot/rr	-3.0809191274756165	-4.287387299168902	14	one/pn	0.5552816	one/pn
magazine/nn	-15.34452039787183	-20.212172131752155	4	broadcast/nn	0.42074487	broadcast/nn
mail/nn	-11.833797219529748	-12.58697277795901	12	list/nn	0.017464947	list/nn
maximum/nn	36.91176957993604	-14.343636922223684	8	minute/nn	0.2550761	minute/nn
measurement/nn	-12.230558457500726	4.767058008809286	7	transfusion/nn	0.2563297	transfusion/nn
medication/nn	-13.665286003260169	9.688193854077666	7	transfusion/nn	0.62236154	transfusion/nn
medicine/nn	-14.398251459123163	9.950470035928312	7	transfusion/nn	0.6264206	transfusion/nn
meeting/nn	-6.870954419591999	-20.147181534736937	4	broadcast/nn	0.2826779	broadcast/nn
message/nn	-9.735355684819197	-17.313431971433655	12	list/nn	-0.056843404	NA
million/nn	35.3430173987119	-11.26268536542491	9	worth/nn	0.46547776	worth/nn
minimum/nn	37.42044830811415	-10.807185993571737	9	worth/nn	0.3067371	worth/nn
minute/nn	36.01873843783904	-16.29747843821745	8	minute/nn	0.68875045	minute/nn
money/nn	33.830042905169535	-7.569963519363493	9	worth/nn	0.121118724	worth/nn
month/nn	35.47783818355157	-16.910754204921332	8	minute/nn	0.6835688	minute/nn
more/da	36.60116893718448	-11.309950497502859	9	worth/nn	0.45416528	worth/nn
mortgage/nn	30.488215051931846	-4.429861508440508	10	discount/nn	0.41841406	discount/nn
motivation/nn	5.732279651581087	20.661082736354256	6	experience/nn	0.3579784	experience/nn
motive/nn	5.199443046601144	20.58042222162437	6	experience/nn	0.3388767	experience/nn
much/da	38.76333357074796	-8.291347218180775	9	worth/nn	0.42180485	worth/nn
music/nn	-16.391987504005616	-16.914767240531674	4	broadcast/nn	0.25224942	broadcast/nn
name/nn	-13.726564422997903	-14.603056390317676	12	list/nn	-0.11525875	NA
new/jj	-12.116543765016111	-10.167234914827333	12	list/nn	0.36885062	list/nn
news/nn	-11.253397897358875	-20.325907972204547	4	broadcast/nn	0.48894092	broadcast/nn
newspaper/nn	-14.421543335470233	-20.0292298069607	4	broadcast/nn	0.44825006	broadcast/nn
nickel/nn	35.75915484347968	-10.015518469732644	9	worth/nn	0.5069502	worth/nn
nomination/nn	-5.92022645165641	-20.38459111463735	4	broadcast/nn	0.102967136	broadcast/nn
novel/nn	-15.325158827143126	-16.82117101903835	4	broadcast/nn	0.28571394	broadcast/nn
nudge/nn	-8.714170127418438	-2.470871165725208	14	one/pn	0.030762427	one/pn
number/nn	39.37845144289299	-7.569410702318043	9	worth/nn	0.2776822	worth/nn
nutrient/nn	-31.911809835681428	8.517402301442482	11	tang/nn	0.37809178	tang/nn
obit/nn	-14.67585951149538	-20.446978854802666	4	broadcast/nn	0.43251556	broadcast/nn
offer/nn	29.433010374617716	-0.9442058578297228	10	discount/nn	0.3286649	discount/nn
oil/nn	-23.61065786155609	3.4130970735630566	2	drainage/nn	0.37666127	drainage/nn
one/nn	-6.822141505367097	-1.6519550517013621	14	one/pn	0.36518812	one/pn
one/pn	-3.7003858555619944	-2.6378220990987566	14	one/pn	0.6461798	one/pn
opportunity/nn	10.304166058796794	14.974034849552732	0	thrust/nn	0.1706375	thrust/nn
option/nn	19.294032024255827	12.279061215485282	0	thrust/nn	0.3024909	thrust/nn
orange/nn	-33.93279059552315	7.432026082707525	11	tang/nn	0.65601903	tang/nn
order/nn	15.910999323783605	0.21630963868732148	5	jurisdiction/nn	0.4363757	jurisdiction/nn
ours/pp	18.77432121189292	11.499412511752789	0	thrust/nn	0.32385918	thrust/nn
out/nn	-6.13529018886659	-2.279784467834772	14	one/pn	0.36819866	one/pn
outlook/nn	37.20224432511193	-5.293779903892539	10	discount/nn	0.1406568	discount/nn
pad/nn	-31.4827423407349	-1.6488087154015472	3	pat/nn	0.17346515	pat/nn
paint/nn	-33.154087941146194	0.765559137250031	3	pat/nn	0.24012439	pat/nn
pair/nn	-36.41920536967747	-2.8699767388702733	3	pat/nn	0.48863688	pat/nn
paper/nn	-12.407341967726692	-12.102623536434761	12	list/nn	0.07737114	list/nn
parking/nn	-29.355144870611444	-0.5219425480216268	2	drainage/nn	0.14463517	drainage/nn
parole/nn	17.28623168131724	-3.1961366834909413	5	jurisdiction/nn	0.67107373	jurisdiction/nn
part/nn	1.2434989843177322	-3.4013802077182316	12	list/nn	0.11210074	list/nn
passes/nn	40.279359271838345	-6.793247308024015	9	worth/nn	0.08448119	worth/nn
pat/nn	-35.17295277248862	-1.4637150881567804	3	pat/nn	0.41216812	pat/nn
patronage/nn	13.830592648266782	10.082425878621189	1	access/nn	-0.022068312	NA
pay/nn	33.309289070797185	-1.1254752728312334	10	discount/nn	0.49051577	discount/nn
payback/nn	5.432911871327188	21.263901856681375	0	thrust/nn	-0.1285989	NA
paycheck/nn	34.04703834135861	-2.349736495354525	10	discount/nn	0.37908173	discount/nn
payment/nn	29.95422081553918	-2.5147636525518986	10	discount/nn	0.5430093	discount/nn
peace/nn	15.566054035237368	13.118808224617633	0	thrust/nn	0.36916617	thrust/nn
penalty/nn	17.73506002510029	-2.1436258468479594	5	jurisdiction/nn	0.65182984	jurisdiction/nn
penicillin/nn	-15.113025417633521	9.507164270848017	7	transfusion/nn	0.6259807	transfusion/nn
penny/nn	35.14757071092541	-10.361734380697253	9	worth/nn	0.53264	worth/nn
percent/nn	36.61157180299077	-8.028485444064623	9	worth/nn	0.41772103	worth/nn
permission/nn	15.688811748749576	1.5275988023829807	5	jurisdiction/nn	0.10321423	jurisdiction/nn
permit/nn	15.505241180252124	1.6196125032499094	5	jurisdiction/nn	0.08152619	jurisdiction/nn
perspective/nn	4.838015124922563	19.20571210089084	6	experience/nn	0.4351549	experience/nn
pet/nn	-38.64806929185131	0.596796851048583	3	pat/nn	-0.023163378	NA
physical/nn	33.30653965180401	-3.5819437216919474	10	discount/nn	0.18538746	discount/nn
picture/nn	-13.811488354394621	-18.454843470139842	4	broadcast/nn	0.27408957	broadcast/nn
piece/nn	-12.6616133748633	-7.644831101584478	12	list/nn	0.087928675	list/nn
pill/nn	-14.849634155393579	9.186674704730354	7	transfusion/nn	0.6194662	transfusion/nn
pipe/nn	-31.07996732913258	1.6104712762520488	2	drainage/nn	0.11434261	drainage/nn
place/nn	-27.06637242238379	-1.4134912832680964	2	drainage/nn	0.15026349	drainage/nn
plan/nn	29.08746689486755	3.823161790757443	0	thrust/nn	0.147214	thrust/nn
plant/nn	-24.44856132900057	3.402898911137457	2	drainage/nn	0.3690244	drainage/nn
plate/nn	-33.59127762134617	1.1907977198723785	3	pat/nn	0.16603287	pat/nn
point/nn	37.1840362714705	-6.696141990712721	9	worth/nn	0.2105324	worth/nn
poke/nn	-39.64288631568797	0.45987471781255285	3	pat/nn	0.12618788	pat/nn
policy/nn	18.205106248830678	13.563536651978774	0	thrust/nn	0.32006255	thrust/nn
pony/nn	-36.84932310344664	-1.5712448798924206	3	pat/nn	0.46563330000000003	pat/nn
potential/nn	9.264787480053752	15.129935082091803	13	activity/nn	-0.045638762	NA
power/nn	13.163375551938609	10.169630756232655	0	thrust/nn	0.012363042	thrust/nn
preference/nn	18.01936984844294	13.468719162698527	0	thrust/nn	0.36168078	thrust/nn
prescription/nn	-15.467903862524949	9.049865300862143	7	transfusion/nn	0.59759444	transfusion/nn
present/nn	-39.74508079220252	-0.03330369284258962	3	pat/nn	0.21063742	pat/nn
price/nn	36.24453038445598	-6.249314305843507	10	discount/nn	-0.11386125	NA
printout/nn	-12.241372681395358	-9.019695177564923	12	list/nn	0.353965	list/nn
problem/nn	2.0229743349287723	11.446432108822869	13	activity/nn	0.2330499	activity/nn
process/nn	9.54425824865287	10.367272291869513	0	thrust/nn	0.029487379	thrust/nn
product/nn	-20.45907529921643	5.4133134131477165	7	transfusion/nn	0.10672342	transfusion/nn
profit-sharing/nn	33.38398324651793	-2.5925013190008075	10	discount/nn	0.36510235	discount/nn
protection/nn	14.802021746560849	3.64326708112749	1	access/nn	0.1901663	access/nn
psychotic/nn	-8.422057939394044	-1.1151096986857598	14	one/pn	0.25829494	one/pn
punishment/nn	17.58666386141926	-1.8647899472566172	5	jurisdiction/nn	0.6375431	jurisdiction/nn
puppy/nn	-38.32956436570626	-0.09234539055682163	3	pat/nn	0.25962684	pat/nn
purse/nn	-34.41688787570242	-2.1378792038948067	3	pat/nn	0.41488996	pat/nn
push/nn	15.33224514173243	11.22522862283542	0	thrust/nn	0.25552106	thrust/nn
quantity/nn	-21.985787165636562	4.4943070814287305	2	drainage/nn	0.003345687	drainage/nn
question/nn	0.48134621762295743	-0.4028861499864665	6	experience/nn	0.17144993	experience/nn
