	actress/nn	advance/vv	agencies/nn	agency/nn	aids/nn	alan/np	america/np	anybody/pn	anyone/pn	anything/pn	arm/nn	army/nn	artist/nn	association/nn	boss/nn	boys/nn	boy/nn	brother/nn	bush/np	businesses/nn	business/nn	campaign/nn	candidate/nn	car/nn	charity/nn	child/nn	citizen/nn	city/nn	companies/nn	company/nn	competitor/nn	convict/nn	countries/nn	country/nn	court/nn	criminal/nn	criminals/nn	dad/nn	daughters/nn	daughter/nn	district/nn	dogs/nn	employees/nn	dog/nn	employee/nn	enterprise/nn	entrant/nn	environment/nn	europe/np	everybody/pn	everyone/pn	fbi/np	folk/nn	food/nn	fred/np	friends/nn	friend/nn	girl/nn	government/nn	grandparents/nn	grandparent/nn	group/nn	grower/nn	grown-up/nn	guy/nn	guys/nn	her/pp	him/nn	him/pp	horses/nn	household/nn	houses/nn	house/nn	husband/nn	individual/nn	iranian/nn	irvin/np	it/pp	judge/nn	jury/nn	kid/nn	kids/nn	kitty/np	kurds/np	lady/nn	leland/np	lord/np	mama/nn	man/nn	management/nn	mater/nn	matter/nn	me/nn	me/pp	members/nn	member/nn	mom/nn	mom/np	mother/nn	myself/pp	nation/nn	nicaragua/np	other/nn	parents/nn	parent/nn	peasant/nn	people/nn	person/nn	plaintiff/nn	planner/nn	president/np	public/nn	rashad/np	reader/nn	rear/vv	russia/np	ryan/np	schwartzkopf/np	scout/nn	sister/nn	somebody/pn	someone/pn	son/nn	sons/nn	stomach/nn	stranger/nn	students/nn	student/nn	taxpayer/nn	teacher/nn	team/nn	that/dd	them/pp	theory/nn	things/nn	thing/nn	thomases/np	topic/nn	trek/np	troop/nn	twins/nn	twin/nn	university/nn	us/pp	veteran/nn	veto/nn	vietnamese/nn	washington/np	white/nn	wife/nn	woman/nn	women/nn	wwf/np	you/pp
kids/nn	2.6898053	3.5893736	0.83674276	3.338182	2.7043374	2.6478128	3.677434	2.0378861	2.1460235	1.97109	3.500279	3.3017254	2.390249	3.1626873	2.6796772	0.3773981	2.6368577	3.0581193	2.9244468	0.9185668	3.3725	2.8306499	2.5923686	3.0507658	3.2150998	2.6256158	2.913349	3.051527	0.58876604	3.3668315	3.1835568	2.2375622	0.36379537	3.6845448	2.8192046	2.2556663	0.7881899	2.9468696	1.7121149	2.8814323	2.7973704	0.5377824	0.7307489	2.6252677	3.2039304	3.4209645	2.1463633	3.4480584	3.809881	2.0083275	2.103514	3.1143022	2.2716181	3.2424114	2.5001876	0.65327424	2.6971471	2.5915508	3.349278	0.84106696	2.744794	3.0574212	3.3575082	2.52075	1.9893115	0.5866908	2.026944	1.027727	1.8232048	0.7225989	3.0881283	0.41678277	2.9641578	2.7814462	2.5667062	3.2208927	2.4424963	1.5940175	2.8780115	2.7349467	2.5226626	0.0	2.7809918	1.9082394	2.3965528	2.4193535	2.9559286	2.7928126	2.257026	3.424492	2.474874	2.5382185	1.866731	1.832601	0.49504244	2.983557	2.8680193	2.8918953	2.8062506	2.0571954	3.6546166	3.890475	2.4330423	0.33938888	2.7616866	2.6766934	2.448984	2.2084212	2.8476892	3.3861737	2.7950366	2.4190364	0.89670414	2.2536685	2.5063858	3.65245	3.002155	3.4105146	2.551155	2.9837139	2.1173737	2.1735613	2.911412	0.54818994	2.2680454	2.16408	0.6347083	2.5836225	3.3153198	2.533263	3.1643798	1.8677958	2.09136	1.989762	0.46387583	1.4213604	2.092334	2.2096598	2.273507	3.4246602	0.41175845	2.9368398	2.6413152	1.7097262	3.201633	3.0391426	3.3520298	2.4586794	2.4637558	2.8196943	2.3187044	0.33111107	2.3277242	1.6532135
kitty/np	0.5542489	3.8348284	2.7320402	3.3554664	2.2689652	1.6895716	3.727351	2.5636375	2.608183	2.7188213	3.715516	3.4637716	0.76641697	2.9104095	0.71598035	3.0497394	1.1836675	0.61306214	3.520944	3.0679748	3.2251172	3.4212716	3.221018	2.8764718	3.107355	1.0238334	3.088508	2.8297532	2.6318374	3.3093884	3.3208747	2.0472572	3.0204082	3.8456175	3.2588153	2.3193476	2.9432616	0.84398115	1.2288389	0.584908	2.6722765	3.0385926	2.606111	1.4154727	3.0862663	3.334098	3.0519543	3.4826653	4.0101476	2.3472006	2.5052695	3.2307818	2.4077022	2.9624135	1.5199903	2.1695495	0.5881111	1.1155014	3.56763	2.9644659	0.6978629	3.0147822	3.1889012	1.2273597	1.7713628	2.8191588	1.8621919	2.5449452	2.2537103	2.9264834	2.7077148	3.0384479	3.334782	0.6049657	2.6791587	3.550749	1.8233739	2.7956681	3.1145391	3.138111	1.266281	2.7809918	0.0	2.9966047	0.96922714	1.1067493	0.75672376	0.95639974	1.7260683	3.3040981	1.7505935	3.1314664	2.0015826	2.1048784	3.0130172	3.1254363	0.8415692	0.7928078	0.6155455	2.471657	3.7530155	4.1039557	2.5948324	2.6440861	0.8765097	2.9106514	2.692455	2.0852044	3.3337827	3.362604	3.4194207	2.8522573	2.0928307	2.3397763	1.3810605	3.954971	0.47487262	3.7119567	1.4472322	0.63421935	2.271559	2.237893	0.54002696	2.933932	2.1139095	1.5542687	2.6432905	1.9694364	3.3117151	1.5865012	3.1005003	2.8136432	2.3825574	2.8995056	2.7574067	2.7869775	0.93821037	2.9620392	0.76480675	3.694305	2.8011198	0.7273869	2.009816	1.7857933	3.296321	3.578895	3.7878654	1.8454106	2.5689309	0.27861148	1.4768081	2.7999532	2.6893313	2.3269413
kurds/np	3.0432124	1.7685455	1.2005594	1.7210526	1.5691652	1.9583408	1.9511963	1.9398931	1.7428144	1.8797939	1.7090206	1.5327756	2.5432897	1.686644	3.3198411	1.9579701	2.5922892	3.3808057	1.186374	1.4035641	1.9488536	1.0885375	0.8211782	1.706913	1.6956003	2.516168	1.304411	1.4745657	1.6858249	1.9214727	1.591364	1.9263474	2.061249	1.9070327	1.4015468	1.7220159	1.3107818	3.370384	2.5818813	3.1592767	1.3600633	1.9167786	1.6341821	2.5136588	1.8190137	1.9236248	0.33185735	1.8692164	1.996031	1.9217446	1.6985224	1.5317377	1.4475987	2.0123875	2.0069287	1.8287187	3.2693815	2.6026304	1.6105261	1.7608885	2.997581	1.457558	2.020739	2.416728	2.1502676	1.9354486	2.222581	1.9635787	1.9580435	1.8988934	1.9534075	1.7920251	1.246056	3.2714016	1.4359151	1.4546006	1.7031759	1.5335995	1.4455029	1.4746407	2.357686	1.9082394	2.9966047	0.0	2.6030982	2.191614	3.3611772	3.0568209	2.1228802	1.9288031	1.6406975	1.2586619	2.187916	1.9859992	1.9256796	1.2561072	3.1770747	3.3757973	3.056419	1.905705	1.8558494	2.0871208	1.4903824	2.0030718	2.8075805	1.221547	1.2998488	1.907933	1.4658344	1.7853591	1.0867264	1.1564057	1.5902097	1.3168542	2.2955987	1.8205556	3.3952343	1.5862533	2.2763863	3.3848019	2.09289	1.9274639	3.2383552	1.680056	2.0444798	2.4015377	1.4260031	1.5535177	1.8392044	1.8146124	1.5215969	1.6380467	1.6082355	1.4031667	1.8313223	1.465058	2.8474288	1.0122653	2.5978289	1.5921856	2.1723309	3.2817538	1.6084106	1.60924	1.4809656	1.2346481	1.4985235	1.7007164	1.2931527	3.176631	2.0498474	2.07085	0.92174417	1.862457
lady/nn	1.0340439	3.4816716	2.3440092	3.0425906	1.8506047	1.9033997	3.3812668	1.9157059	1.9558476	2.0806384	3.3974352	3.2078428	1.0288198	2.6820505	1.244227	2.6404026	0.49372816	1.0623847	3.2986474	2.6308186	2.8931284	3.1753213	2.9421923	2.5478194	2.7523084	0.7478165	2.6243243	2.712046	2.2519464	3.001201	3.0085719	1.2577164	2.611087	3.477437	2.9411597	1.588782	2.5153167	0.9323419	1.1156896	0.8688882	2.533836	2.6537704	2.2126195	0.68353474	2.82312	3.0136187	2.6872463	3.0458603	3.6791735	1.7418725	1.8908855	2.9821134	1.7846152	2.6213608	1.8003943	1.8994968	1.1699439	0.40762192	3.1985292	2.6463223	0.7795975	2.636609	2.8776007	0.6471542	0.9551245	2.304343	1.3120654	1.9738466	1.6474437	2.5470946	2.3720288	2.6283886	3.1506076	1.0338544	2.110135	3.1403532	1.9559356	2.2476902	2.8606975	2.8172758	0.7269098	2.3965528	0.96922714	2.6030982	0.0	1.4444165	0.9173759	0.5845446	0.88706654	3.0542898	1.6801339	2.6838503	1.4680276	1.5875087	2.5456233	2.871617	0.7183806	0.97146654	0.6861635	1.8884381	3.4351988	3.7429793	1.9577255	2.312957	0.7145911	2.379369	2.0879443	1.3060127	3.01103	3.1440763	3.1959703	2.3309395	1.8724389	1.8176599	0.9770764	3.587792	1.1795847	3.4228005	0.7298579	1.1252333	1.580432	1.5473236	0.88286	2.5210555	1.5113914	0.93613684	2.3043625	1.7585815	2.959872	1.421352	2.9085858	2.2519503	1.7906971	2.3677197	2.2850568	2.2413292	1.0080199	2.498186	1.0009108	3.3715796	2.4653122	1.0223907	1.9961317	1.5082523	3.0648127	3.305055	3.4710052	1.9792693	1.9793882	1.0365676	0.78196573	2.367226	2.2877	1.8073864
leland/np	1.307412	3.0412157	2.1523418	2.589967	1.7488483	0.7182331	2.987836	2.3694558	2.325136	2.4706728	2.924093	2.6147194	0.90459365	2.1415854	1.5858942	2.6582737	1.5742654	1.6014423	2.5594313	2.5037215	2.573777	2.4749699	2.3011827	2.2345243	2.4122853	1.3362342	2.419724	1.9147602	2.1878126	2.6163423	2.547769	1.9433852	2.6773586	3.0933216	2.4659965	2.0719945	2.3966205	1.8421755	1.5024475	1.5113838	1.7633581	2.6297615	2.1626825	1.7110374	2.3669977	2.6420474	2.2104876	2.8418372	3.2202826	2.1688814	2.2140727	2.3883488	2.0344076	2.4068398	0.43549243	1.8046457	1.4799623	1.5541018	2.799407	2.4746504	1.5072554	2.3016243	2.557156	1.5206628	1.8628021	2.5334065	1.8893212	2.354994	2.105787	2.5366306	2.1848204	2.589323	2.3646243	1.576972	2.174786	2.808715	0.77536577	2.3792007	2.291791	2.3868272	1.4869946	2.4193535	1.1067493	2.191614	1.4444165	0.0	1.6821504	1.7430905	1.7871013	2.5572681	0.9815158	2.4445434	1.9779733	1.9504706	2.6534953	2.2496989	1.7365519	1.8061134	1.5113152	2.2492213	2.9649825	3.3462033	2.1966527	2.308149	1.4581996	2.3217466	2.2080188	1.9854598	2.5408106	2.5393186	2.4610767	2.2593274	1.5836897	1.8587579	1.459363	3.1634526	1.5148222	2.8631396	1.5446645	1.6275693	2.2085326	2.1005244	1.4996655	2.4641514	2.0119607	1.7705675	2.106058	1.290668	2.6327457	1.0511861	2.2339141	2.4238997	2.0532494	2.3905354	2.417194	2.352968	1.478224	2.273931	1.0191189	2.8720896	2.5100596	1.6172664	1.1147938	1.3017852	2.439346	2.6591384	2.9326851	0.7751528	2.078509	1.3353931	1.4841415	2.5200274	1.963768	2.087262
lord/np	0.7569011	4.1831594	3.0295	3.6917822	2.564801	2.2500067	4.035802	2.7127485	2.7840025	2.8824186	4.0855937	3.8624582	1.1396085	3.2613976	0.8069549	3.2025373	1.1540476	0.5028199	3.9833786	3.2718832	3.4870949	3.8605626	3.6479356	3.1535447	3.4116468	1.2233319	3.3953676	3.2877426	2.8153107	3.585465	3.6367815	2.1255467	3.1834695	4.160878	3.6621346	2.450779	3.2104838	0.6427177	1.3600614	0.5811715	3.138143	3.2564926	2.7864318	1.3926104	3.4015574	3.6119418	3.4264727	3.731477	4.3527803	2.5219626	2.7133381	3.631868	2.6302814	3.1862047	2.101428	2.4127455	0.69236565	1.1146132	3.9017315	3.259572	0.7729649	3.3332472	3.4404514	1.3782399	1.8091123	2.9402692	1.9996066	2.6454	2.3930779	3.1617103	2.9340646	3.2129393	3.8017924	0.64796615	2.9173372	3.886974	2.3616447	3.0387008	3.5412526	3.530948	1.4089612	2.9559286	0.75672376	3.3611772	0.9173759	1.6821504	0.0	0.7718305	1.7739455	3.6274917	2.2017488	3.4729002	2.1584156	2.3003943	3.1722934	3.5403488	0.65525323	0.6084763	0.5984403	2.6399422	4.0984325	4.431917	2.8049953	2.809206	0.96794724	3.1832485	2.9245462	2.1860592	3.7231114	3.7400239	3.8884459	3.1555135	2.4211905	2.622282	1.5269542	4.295372	0.57412297	4.102779	1.4963166	0.55435544	2.3695369	2.3725126	0.29449013	3.1115792	2.2655559	1.6279994	2.9302926	2.3643868	3.5881267	1.9728571	3.5165188	3.0575602	2.5802321	3.184789	2.9159224	3.0267887	1.046768	3.3034527	1.088137	4.0725765	2.9430265	0.5457959	2.4913926	2.1542075	3.70483	4.0124817	4.1785417	2.3999548	2.808705	0.65784365	1.6208938	2.9268994	3.0006938	2.538343
mama/nn	0.97032356	3.8227715	2.807018	3.3563178	2.1961074	2.1965175	3.708946	2.1916656	2.250098	2.3798468	3.7248058	3.5579426	1.196679	3.001536	1.1162038	3.0236864	0.62717605	0.9338063	3.717125	3.0384767	3.1713533	3.599562	3.373288	2.801376	3.065999	0.8766029	2.969681	3.0575597	2.6355517	3.2685192	3.3396363	1.6012598	3.0032218	3.809139	3.2900724	1.9278619	2.9731183	0.5071334	1.3131895	0.6346876	2.8828883	3.0585558	2.6072466	0.7907085	3.090062	3.3126192	3.137642	3.3578715	4.00805	2.02586	2.2013607	3.3125057	2.1277466	2.8475566	2.1182828	2.2994103	1.0985284	0.5661263	3.525356	3.0528479	0.62947685	2.9908838	3.1216047	0.80270094	1.2970347	2.6841154	1.512065	2.3143258	1.9237716	2.9325883	2.608051	3.0307095	3.5518463	0.8186016	2.4450035	3.4794343	2.3065906	2.624888	3.19657	3.1504383	0.8769974	2.7928126	0.95639974	3.0568209	0.5845446	1.7430905	0.7718305	0.0	1.2268692	3.3318353	2.0187743	3.050879	1.7260089	1.8686732	2.9550116	3.254972	0.2373393	0.6005268	0.47601095	2.1372085	3.7749207	4.062621	2.277456	2.6817682	0.6476631	2.7354312	2.4384732	1.6285588	3.3603997	3.441966	3.6211693	2.6826255	2.300916	2.1516032	1.152825	3.9304326	1.0373366	3.7860208	1.0490835	0.90624833	1.8183478	1.8122206	0.7721429	2.919988	1.7234644	1.0838404	2.755431	2.0949404	3.2312272	1.728305	3.252511	2.603598	2.0832832	2.7395775	2.681618	2.6356626	1.0836236	2.9041934	1.1555073	3.7234986	2.8103566	0.828551	2.3319516	1.875155	3.4235125	3.7065506	3.844603	2.3388176	2.343288	0.9131592	1.1477948	2.740099	2.699496	2.1323712
man/nn	1.8049896	2.927384	2.0613055	2.545529	1.4201763	2.0018582	2.8970072	1.2477564	1.2021984	1.4083539	2.8741307	2.758733	1.6183122	2.339771	2.027741	2.4438705	0.79111916	1.8930669	2.8395598	2.3032722	2.4751241	2.7252016	2.4838805	2.1168416	2.25664	1.1245285	1.9871473	2.404904	2.0764942	2.5740585	2.5762918	0.43442214	2.4252467	2.9477377	2.3584478	0.7560937	2.1920688	1.6663716	1.5867716	1.6558765	2.1872325	2.4292035	2.0433145	0.62022555	2.4151347	2.5999053	2.2251108	2.5034666	3.1597297	1.1749121	1.2144758	2.4982781	1.0903414	2.2285726	1.9938102	1.9095798	1.98739	0.7927091	2.6273367	2.4108207	1.4958555	2.138839	2.4758296	0.7257921	0.45737216	2.0295472	0.9949062	1.6494077	1.1457955	2.3007994	2.0261936	2.4094503	2.732318	1.8239715	1.3889884	2.5317345	2.0065322	1.6689599	2.340038	2.234151	0.8076985	2.257026	1.7260683	2.1228802	0.88706654	1.7871013	1.7739455	1.2268692	0.0	2.649721	1.6282421	2.009161	1.1627457	1.1973585	2.286672	2.4345264	1.4306071	1.7364442	1.4649011	1.3044631	2.9481258	3.1952398	1.1706101	2.250242	1.276731	1.7236844	1.3666432	0.44191134	2.4305322	2.718961	2.7372582	1.6135727	1.8554085	1.1981376	1.086832	3.0241802	2.018122	2.9378214	0.6066861	1.9597409	0.93146724	0.80922216	1.7357637	2.2910578	0.9580267	0.7581978	2.118887	1.5447983	2.4690268	1.3771073	2.534121	1.6117978	1.1505953	1.6909368	2.0294082	1.6882489	1.6473341	1.8501356	1.6209859	2.8395226	2.3984234	1.838584	1.9010936	1.3257781	2.654219	2.7920432	2.9481523	2.004053	1.2989962	1.8325397	0.52592176	2.20786	1.863878	1.3751804
management/nn	3.3803852	1.1439632	2.8967373	0.47421232	1.4206012	1.9848653	0.9095553	2.9717727	2.6546004	3.007376	1.3819437	1.0665778	2.9318566	0.5564855	3.7998075	3.4483445	2.784596	3.6142285	1.6164131	2.782043	0.47463548	1.452501	1.4664208	0.8186095	0.6009667	2.655539	1.2346112	1.0883687	2.9936416	0.38144982	0.5612563	2.41956	3.6678236	1.0537989	1.5904866	2.246226	3.0214095	3.6656847	3.4011786	3.3852737	1.1788446	3.6028624	2.853817	2.7005	0.3225957	0.4658845	1.680152	0.8685271	1.1699145	2.9881396	2.7304175	0.86626863	2.216453	0.7625951	2.3071082	3.1894913	3.7109687	2.8662798	0.8279429	3.4934657	3.2528791	0.8694661	0.51922005	2.7389216	2.95303	3.4547248	3.0983481	3.3462865	3.0127246	3.5696788	0.89614284	3.289757	1.3918272	3.659276	1.5898402	1.3540754	1.9514683	2.9646614	1.4100004	1.7171761	2.549742	3.424492	3.3040981	1.9288031	3.0542898	2.5572681	3.6274917	3.3318353	2.649721	0.0	1.6871315	1.8334216	3.2581718	3.0755963	3.5569425	1.0624287	3.4260755	3.7089677	3.318315	2.8863757	1.0341597	1.2487669	2.0112202	3.3731368	2.9274635	1.5805265	1.8580098	2.5356398	1.5864043	0.42624232	1.7887789	1.8586104	2.9677372	2.0023475	2.3314545	1.2109476	3.6918674	1.2841789	2.4828396	3.65668	2.9516797	2.6925328	3.484734	3.0905852	2.7881935	3.079784	3.0433772	1.4610664	0.4310745	1.7838335	0.84405404	2.9251652	2.4602835	2.601548	3.3609002	2.9428825	3.5217457	1.9930391	3.0963838	1.2439235	3.5641286	3.483612	1.5174329	2.6720138	1.077879	1.4126937	1.387375	2.0776079	1.7488083	3.510915	2.4091132	3.569845	1.2912965	3.1252384
mater/nn	1.8758268	2.1810257	2.0446293	1.7115241	0.8952322	0.6472417	2.1023772	2.25045	2.0736256	2.339403	2.117557	1.7629025	1.4140561	1.2347149	2.267119	2.6471636	1.5741068	2.1337147	1.9385569	2.2566066	1.6969086	1.799743	1.6236706	1.442415	1.5096012	1.3049043	1.6121536	1.1748116	2.1423323	1.7570043	1.681204	1.6283162	2.7527	2.2202919	1.8766321	1.6624497	2.2601526	2.266171	1.953401	1.9369843	1.07573	2.7000263	2.034703	1.6263957	1.5099884	1.7515657	1.5613444	1.9666799	2.3542483	2.117108	2.0182612	1.6122675	1.587675	1.588378	0.8536052	1.9992565	2.1622283	1.6012241	1.9414414	2.5670407	1.814039	1.3949792	1.7166269	1.4705355	1.8567543	2.5619783	2.0137782	2.4026732	2.1019466	2.636888	1.3586634	2.529248	1.7107102	2.1563652	1.510959	2.008055	0.61892676	2.2627437	1.6807344	1.8622528	1.3388547	2.474874	1.7505935	1.6406975	1.6801339	0.9815158	2.2017488	2.0187743	1.6282421	1.6871315	0.0	1.8957498	2.1484869	2.0474675	2.6826751	1.4262304	2.0692828	2.2775595	1.8764092	2.1444855	2.09569	2.4669068	1.6588062	2.389698	1.5813513	1.5816947	1.5828719	1.7198318	1.9513723	1.6882576	1.9180846	1.694687	1.7521852	1.3862259	1.1955467	2.3193345	2.1608703	2.0265896	1.3520464	2.1705348	2.124227	1.9140391	2.0166214	2.3581374	1.9163054	1.9142537	2.089108	0.3658733	1.7656766	0.3664005	1.3758267	2.2795115	1.7906227	2.1251225	2.453957	2.230643	2.0224319	1.7922586	1.5782882	2.041829	2.6074805	2.0503755	0.3670839	1.4635329	1.5850275	1.9570495	2.1181471	0.804532	1.407229	1.9736075	1.2398807	2.611184	1.1586384	2.1552925
matter/nn	3.2913492	1.7640971	1.9482445	1.4932393	1.5363579	2.1188526	2.0250168	1.7013341	1.4083791	1.6272607	1.8563864	1.7461653	2.8716033	1.7463099	3.5228283	2.575998	2.5763922	3.4893105	1.3102965	2.068318	1.9052575	1.303068	1.1783727	1.6992676	1.462746	2.6124418	1.0790133	1.6375357	2.266209	1.8878503	1.7642828	1.6745684	2.6303022	1.9575334	0.5384381	1.3483236	2.0068195	3.4091113	2.9063196	3.297654	1.2624168	2.4850397	2.2524452	2.4157383	1.6791301	1.950173	1.2849791	1.7679222	2.0810916	1.8493409	1.5569578	1.1701907	1.4569311	1.9453928	2.2650285	2.4304597	3.4767148	2.6005101	1.4349568	2.3275697	3.128631	1.4325169	1.955371	2.4103713	2.125116	2.3755038	2.1775913	2.248778	1.9255166	2.3809664	1.9323869	2.4512196	1.3459487	3.4204133	0.8803483	1.448294	2.0249794	1.4984804	0.7548266	0.4854943	2.3931675	2.5382185	3.1314664	1.2586619	2.6838503	2.4445434	3.4729002	3.050879	2.009161	1.8334216	1.8957498	0.0	2.1880174	1.9891405	2.4448636	1.3853468	3.2056892	3.4518723	3.156005	1.8016381	1.9721521	2.124025	1.1524582	2.6231337	2.8770292	1.2321765	1.1967134	1.6760588	0.60659945	1.679417	1.2360954	0.73559815	2.2306056	1.3218242	2.4037764	1.8420106	3.547995	1.839884	2.2505834	3.5811656	1.8747551	1.668229	3.3622117	2.3244977	1.9257371	2.3199258	2.1666186	1.7073505	1.6862329	1.9810063	1.647159	1.3917254	1.551195	0.9667274	2.2870786	1.5064542	3.0991704	0.3830469	2.9294362	1.681587	2.778157	3.4817843	1.8208406	1.8324845	1.7304149	1.2202454	1.7310549	1.9612138	1.2488135	3.3209405	2.0858927	2.594702	1.4473948	1.8929329
me/nn	2.0236063	3.36432	1.7863113	3.1134968	2.2078319	2.3289332	3.48364	0.77467436	1.0356661	0.9045038	3.2025647	3.1642733	1.8384863	2.9722905	2.070398	2.0697362	1.6400617	2.3166006	3.0171866	2.1578553	3.1750576	2.9778938	2.723744	2.6634278	2.9159956	1.8913641	2.452287	2.788274	1.8396347	3.1869638	3.1240215	1.3329707	1.9139268	3.4686625	2.5715747	1.3977349	1.9180695	2.0154638	1.5031298	2.0564623	2.5453336	1.8571825	1.985988	1.5253496	3.0140483	3.2805464	2.4214604	3.1635592	3.6279063	0.5530111	0.885199	2.9192152	1.3421038	2.9356313	2.1791396	1.5569054	2.1237788	1.5937041	3.0971415	1.7564529	2.0041354	2.7574174	3.1425695	1.4826224	0.7783529	1.5125315	0.3609209	1.0205958	0.45795885	1.6242174	2.7910469	2.093291	2.9731853	1.9881516	1.9584408	2.8642442	2.2662563	1.112507	2.6045833	2.4132204	1.6435553	1.866731	2.0015826	2.187916	1.4680276	1.9779733	2.1584156	1.7260089	1.1627457	3.2581718	2.1484869	2.1880174	0.0	0.27743965	1.7807064	2.8482575	1.8910625	2.0244617	1.9404013	0.76471543	3.4536853	3.683045	1.5662335	1.9341758	1.9703509	2.139706	1.7562768	1.0988247	2.6612885	3.2203858	2.8266954	1.7872397	1.5493095	1.4067787	1.9403002	3.4483593	2.2824419	3.3070104	1.600479	2.2523181	0.6593518	0.84019285	2.1520238	2.053096	0.75802296	0.7224304	1.8170439	2.1606736	3.0744243	2.0347297	3.0046468	1.1156272	1.0221189	1.439142	1.547549	1.1887531	1.640457	1.9432795	1.7354043	3.2065773	2.0212512	2.254484	2.3517504	0.8993579	3.0805533	3.0386097	3.26553	2.1590455	1.8111397	2.0528595	1.4875808	1.7234775	2.3632028	0.4876977
me/pp	2.1311662	3.1476364	1.684151	2.9211767	2.0907037	2.239428	3.291776	0.6281272	0.85623	0.7531767	2.9773672	2.9549465	1.8869239	2.80669	2.216955	2.009778	1.7130532	2.4498827	2.8071294	2.028248	3.0097988	2.775553	2.5220685	2.4778433	2.7419055	1.939328	2.2515469	2.601302	1.759869	3.0027812	2.932902	1.3072394	1.8834053	3.2646027	2.368349	1.306886	1.8194767	2.1750102	1.619974	2.1797717	2.3647692	1.803185	1.9147235	1.5811319	2.835954	3.1098745	2.2255628	2.9855955	3.4148948	0.3855707	0.6896592	2.7199318	1.1730974	2.779578	2.1071594	1.5428001	2.2620065	1.6841266	2.8845735	1.6720661	2.116445	2.5820723	2.9728625	1.5415318	0.8710693	1.4766555	0.41399562	0.99285597	0.29566607	1.5628831	2.6547515	2.0181894	2.767295	2.1379175	1.7966677	2.6387622	2.1586182	0.94573575	2.4060688	2.2156081	1.6787753	1.832601	2.1048784	1.9859992	1.5875087	1.9504706	2.3003943	1.8686732	1.1973585	3.0755963	2.0474675	1.9891405	0.27743965	0.0	1.7377273	2.6528587	2.0353057	2.1866107	2.0640147	0.5479357	3.250141	3.472031	1.3946902	1.906495	2.0503876	1.9440681	1.5711178	1.0611424	2.4599216	3.0217643	2.6140342	1.570545	1.5034397	1.2123756	1.9480499	3.2305326	2.4157119	3.0905452	1.6236023	2.3870792	0.5978187	0.7373115	2.2793198	1.96582	0.64167964	0.83862436	1.7425781	2.042197	2.8865921	1.959068	2.814596	0.94591594	0.8018146	1.2510935	1.5031615	1.0373523	1.7798055	1.7483016	1.8057189	2.9865751	1.999483	2.376423	2.225258	0.76591706	2.881263	2.8229337	3.0426736	2.0446503	1.6443505	2.1784885	1.4989483	1.7076342	2.1981916	0.33456746
members/nn	2.9532053	3.6058397	0.8924765	3.4126089	2.8056738	2.8681934	3.7485623	1.8528664	1.9868585	1.7460662	3.516486	3.3693743	2.6566064	3.3061042	2.9378786	0.57177544	2.7825267	3.2931244	2.9389675	1.0544176	3.5065238	2.8707545	2.6331418	3.1719983	3.2943606	2.837479	2.9036098	3.1644907	0.87885004	3.5002148	3.3056722	2.2353144	0.26797822	3.726932	2.7828975	2.2104616	0.7756759	3.147669	1.9843181	3.1155398	2.8962812	0.3209438	1.0696262	2.7364328	3.341483	3.5523367	2.2003918	3.5067012	3.8518696	1.8652391	1.9525625	3.1721811	2.2193456	3.3939247	2.722383	0.97424465	2.960257	2.7365017	3.3784459	0.6816427	2.9825964	3.1232638	3.5055292	2.651231	1.982958	0.37210834	1.9935997	0.87833697	1.709782	0.4814292	3.2591481	0.6265638	3.0122142	3.0125518	2.5459871	3.201393	2.6623135	1.3384529	2.8844914	2.6918244	2.6891088	0.49504244	3.0130172	1.9256796	2.5456233	2.6534953	3.1722934	2.9550116	2.286672	3.5569425	2.6826751	2.4448636	1.7807064	1.7377273	0.0	3.0491784	3.0589411	3.1058424	3.0199664	1.9264381	3.7101338	3.9221196	2.3655605	0.7964264	2.981622	2.6527781	2.4000857	2.1683655	2.8155816	3.4923627	2.785722	2.3328757	1.1551398	2.2389262	2.7307212	3.6658068	3.2506428	3.4512982	2.661514	3.2390425	2.0030167	2.0823479	3.1435878	0.7840246	2.2091272	2.1961532	0.814237	2.7475169	3.4171612	2.7325232	3.2718234	1.6199887	2.0197709	1.7819971	0.31681603	1.1704898	2.347535	2.107327	2.5396059	3.4401505	0.7960631	3.1989694	2.831791	1.7562314	3.2850509	3.0439277	3.3670235	2.6369405	2.4496431	3.0602388	2.440587	0.40041387	2.4558907	1.4951057
