	actress/nn	advance/vv	agencies/nn	agency/nn	aids/nn	alan/np	america/np	anybody/pn	anyone/pn	anything/pn	arm/nn	army/nn	artist/nn	association/nn	boss/nn	boys/nn	boy/nn	brother/nn	bush/np	businesses/nn	business/nn	campaign/nn	candidate/nn	car/nn	charity/nn	child/nn	citizen/nn	city/nn	companies/nn	company/nn	competitor/nn	convict/nn	countries/nn	country/nn	court/nn	criminal/nn	criminals/nn	dad/nn	daughters/nn	daughter/nn	district/nn	dogs/nn	employees/nn	dog/nn	employee/nn	enterprise/nn	entrant/nn	environment/nn	europe/np	everybody/pn	everyone/pn	fbi/np	folk/nn	food/nn	fred/np	friends/nn	friend/nn	girl/nn	government/nn	grandparents/nn	grandparent/nn	group/nn	grower/nn	grown-up/nn	guy/nn	guys/nn	her/pp	him/nn	him/pp	horses/nn	household/nn	houses/nn	house/nn	husband/nn	individual/nn	iranian/nn	irvin/np	it/pp	judge/nn	jury/nn	kid/nn	kids/nn	kitty/np	kurds/np	lady/nn	leland/np	lord/np	mama/nn	man/nn	management/nn	mater/nn	matter/nn	me/nn	me/pp	members/nn	member/nn	mom/nn	mom/np	mother/nn	myself/pp	nation/nn	nicaragua/np	other/nn	parents/nn	parent/nn	peasant/nn	people/nn	person/nn	plaintiff/nn	planner/nn	president/np	public/nn	rashad/np	reader/nn	rear/vv	russia/np	ryan/np	schwartzkopf/np	scout/nn	sister/nn	somebody/pn	someone/pn	son/nn	sons/nn	stomach/nn	stranger/nn	students/nn	student/nn	taxpayer/nn	teacher/nn	team/nn	that/dd	them/pp	theory/nn	things/nn	thing/nn	thomases/np	topic/nn	trek/np	troop/nn	twins/nn	twin/nn	university/nn	us/pp	veteran/nn	veto/nn	vietnamese/nn	washington/np	white/nn	wife/nn	woman/nn	women/nn	wwf/np	you/pp
convict/nn	2.1490793	2.68401	1.9773883	2.279394	1.263606	2.028127	2.6721535	1.1836089	1.0472699	1.2993059	2.6838667	2.5612407	1.909567	2.1526644	2.3662035	2.3855212	1.122927	2.222015	2.5942414	2.1567478	2.250039	2.4755373	2.2447195	1.942729	1.9974552	1.3794994	1.7292644	2.2671826	2.0214186	2.3487484	2.3525195	0.0	2.3956566	2.7131872	2.0461926	0.37592134	2.077349	2.0271196	1.8426553	2.014119	2.0035522	2.387873	1.9682373	0.9317538	2.183852	2.375271	2.0129163	2.2487237	2.9310143	1.2211014	1.1601756	2.2274208	1.0046403	2.036349	2.074368	1.9695948	2.3178058	1.1445343	2.3568275	2.3768866	1.8240533	1.9100392	2.2608533	1.049406	0.7248455	1.9992247	1.1992726	1.6662834	1.2032098	2.2736433	1.8538338	2.331914	2.5059304	2.1855702	1.0503263	2.3025904	2.018423	1.5368598	2.0562773	1.923305	1.0741851	2.2375622	2.0472572	1.9263474	1.2577164	1.9433852	2.1255467	1.6012598	0.43442214	2.41956	1.6283162	1.6745684	1.3329707	1.3072394	2.2353144	2.2220964	1.795997	2.0980504	1.8209149	1.3070754	2.7326503	2.9574878	0.9263398	2.2486055	1.572234	1.5158541	1.1571027	0.32001093	2.1043818	2.4873452	2.509917	1.354199	1.9020241	1.1024786	1.2361261	2.7773895	2.3585088	2.7304227	0.85931057	2.323194	0.957458	0.7700137	2.075129	2.2019827	1.0725304	1.0553113	2.072932	1.4895939	2.2182012	1.4181969	2.3474312	1.4576892	1.1011317	1.4511735	1.9860853	1.5441037	1.9513246	1.5456138	1.9264361	2.6173687	2.4002697	2.188362	1.8584297	1.4227953	2.4693131	2.5261579	2.7245436	2.0219328	1.0993729	2.1721458	0.73624885	2.2028313	1.6704785	1.4119473
countries/nn	2.9440281	3.7609468	0.9744189	3.5488603	2.9381506	2.913345	3.8878522	2.0499156	2.1906037	1.9555541	3.6663437	3.4994934	2.6622472	3.4156892	2.9004703	0.45897034	2.8643003	3.2953048	3.0670774	1.0927795	3.6221075	2.9949708	2.7606275	3.2880912	3.434301	2.8891726	3.0774722	3.2741928	0.8542841	3.6112294	3.419123	2.3956566	0.0	3.875515	2.9398186	2.3920853	0.86689234	3.1598737	1.9449611	3.1278064	3.0084486	0.31206468	1.0424359	2.836133	3.4495683	3.6682584	2.3251607	3.6557384	3.9962256	2.044425	2.1501973	3.3047194	2.4019356	3.5005026	2.755249	0.92064625	2.928605	2.8147383	3.5304618	0.723307	2.9955487	3.2698004	3.611585	2.7365987	2.1197133	0.5099882	2.1163456	1.0186769	1.8710477	0.54346085	3.3589535	0.5630866	3.1338148	3.0045788	2.7248979	3.369631	2.7074509	1.5562508	3.027077	2.8488202	2.766438	0.36379537	3.0204082	2.061249	2.611087	2.6773586	3.1834695	3.0032218	2.4252467	3.6678236	2.7527	2.6303022	1.9139268	1.8834053	0.26797822	3.181642	3.0894814	3.1075573	3.043325	2.0995474	3.8520474	4.0719275	2.5586119	0.64970285	3.019706	2.8325572	2.5891745	2.339608	2.969042	3.6094394	2.9196496	2.526869	1.1447382	2.4059794	2.787687	3.8208027	3.2374258	3.5893817	2.7728868	3.2283318	2.1758149	2.2604768	3.15168	0.7573734	2.3650496	2.2982125	0.8277472	2.845397	3.5428293	2.8105314	3.388323	1.8375418	2.19265	1.996042	0.4393952	1.3894497	2.3155375	2.2963395	2.5346138	3.5918612	0.6058463	3.1960697	2.9068127	1.8571166	3.4092028	3.1851714	3.5128248	2.6944563	2.628405	3.0542438	2.5461497	0.3203622	2.5695932	1.661455
country/nn	3.9094982	0.47423032	3.0520914	0.8880817	1.7569126	2.5937815	0.2830785	3.079148	2.7480884	3.09247	0.80228764	0.8583354	3.4318175	1.1649231	4.357565	3.698304	3.2271981	4.170484	1.5792363	3.0256515	1.0573899	1.4691358	1.4916431	1.2636883	1.0418968	3.1617143	1.1143764	1.3502302	3.3318484	1.0548823	0.81993645	2.7131872	3.875515	0.0	1.8227389	2.4813168	3.1597462	4.1921225	3.8888617	3.9154327	1.6365513	3.7730336	3.21813	3.1154332	1.2628857	0.9144683	1.6709025	0.6854019	0.30127347	3.086373	2.7728796	1.2942705	2.2307336	1.400932	2.8438838	3.5236802	4.2749953	3.2993367	0.6219215	3.6363947	3.7867517	0.9568859	1.2397372	3.1422195	3.21386	3.6524572	3.3535821	3.5439277	3.1894958	3.7354455	1.5603838	3.533306	1.4728789	4.1926622	1.8025907	0.8501474	2.4852352	3.040781	1.753543	2.0153444	2.994509	3.6845448	3.8456175	1.9070327	3.477437	3.0933216	4.160878	3.809139	2.9477377	1.0537989	2.2202919	1.9575334	3.4686625	3.2646027	3.726932	1.1274828	3.9351876	4.2428493	3.8303828	2.999912	0.28544018	0.32586104	2.077764	3.709877	3.4626532	1.4148766	1.8254985	2.7566717	1.8561124	1.0061797	1.7249094	1.8587335	3.2851279	2.0956948	2.8665721	0.34288424	4.254756	0.8065982	2.8617811	4.194747	3.1299245	2.8732185	4.0336165	3.3668368	2.9530737	3.4260747	3.2578843	1.9352298	0.98544514	2.3071823	1.1082588	2.9920661	2.573766	2.6795557	3.5849524	3.047259	4.0385275	2.0909133	3.59007	0.71568143	3.8861325	4.029722	2.0616508	2.9489832	1.0228083	1.3058542	0.85539234	2.5422935	1.7630429	4.0617743	2.7795136	3.8199775	1.49222	3.276847
court/nn	3.44087	1.6007124	2.2101622	1.2584916	1.62359	2.010096	1.8771322	2.1590817	1.8699235	2.1001756	1.7351571	1.5412582	3.0009923	1.5567662	3.6893742	2.8513143	2.8146937	3.6408203	1.0167452	2.2944136	1.7748243	1.0410821	1.0152041	1.6467338	1.3229308	2.7755163	1.1620272	1.4067165	2.5053194	1.7250077	1.6074842	2.0461926	2.9398186	1.8227389	0.0	1.7532511	2.2867458	3.6174927	3.1343918	3.4667141	1.0010424	2.7884588	2.473276	2.6813934	1.4716713	1.7975394	1.334447	1.7173998	1.9028226	2.2720103	1.993141	0.8038695	1.8243654	1.8789629	2.2100868	2.672082	3.632184	2.8448417	1.2689831	2.6053505	3.302534	1.3684056	1.8218193	2.6518035	2.511968	2.7381272	2.5382385	2.6457849	2.3343678	2.6988688	1.8916714	2.7126684	1.0154788	3.600155	1.1748245	1.4278092	1.9339044	1.938162	0.3002444	0.25593796	2.60819	2.8192046	3.2588153	1.4015468	2.9411597	2.4659965	3.6621346	3.2900724	2.3584478	1.5904866	1.8766321	0.5384381	2.5715747	2.368349	2.7828975	1.1773046	3.421123	3.6552882	3.3426924	2.2082274	1.8013444	1.9695153	1.5413564	2.870414	3.044916	1.4549111	1.5337123	2.0786552	0.16818275	1.373017	1.0134463	1.108926	2.4401479	1.6262735	2.5647652	1.6944742	3.687379	1.6589196	2.498617	3.7406259	2.3049533	2.0876043	3.5266016	2.5717247	2.296713	2.6533682	2.409375	1.7100607	1.5455712	2.0267134	1.3973981	1.8522459	1.9306201	1.4325963	2.6250987	1.9341714	3.3099134	0.8058862	3.08378	1.5204612	3.036974	3.643232	1.7133983	2.0788343	1.5255935	0.9288279	1.5678577	1.884055	1.5442157	3.4647295	2.3434825	2.9143136	1.5078278	2.2937596
criminal/nn	2.4228084	2.4259353	1.9196668	2.0595245	1.2104621	2.063081	2.4690323	1.0522294	0.8218882	1.1340553	2.4345517	2.3460002	2.130979	2.0220542	2.6520257	2.369239	1.442508	2.5439022	2.3492699	2.065018	2.1031804	2.2452083	2.0201697	1.7813349	1.806091	1.6625884	1.4573265	2.112181	2.0144897	2.177653	2.1695368	0.37592134	2.3920853	2.4813168	1.7532511	0.0	2.0068145	2.352461	2.0847757	2.3193521	1.8359152	2.354881	1.9789888	1.2350812	2.0166728	2.2213886	1.813719	2.0456204	2.690996	1.1540446	0.99505997	1.9895866	0.8332699	1.9203731	2.1357388	2.0420203	2.6110148	1.4726903	2.0933614	2.317153	2.1395211	1.7224344	2.1168988	1.3366911	0.9605294	1.9901693	1.2855606	1.6717117	1.1748265	2.2324274	1.7818862	2.3014934	2.2807536	2.4817383	0.7528154	2.0228527	2.0303705	1.3636081	1.7941372	1.6339015	1.3497598	2.2556663	2.3193476	1.7220159	1.588782	2.0719945	2.450779	1.9278619	0.7560937	2.246226	1.6624497	1.3483236	1.3977349	1.306886	2.2104616	2.0177636	2.1218276	2.4196112	2.1392546	1.1899853	2.513628	2.7120328	0.62262005	2.2928705	1.8784944	1.2641963	0.8939444	0.41433823	1.8130981	2.2823105	2.263509	1.0242665	1.9500717	0.91454804	1.4816098	2.5149024	2.6607606	2.496806	1.1424671	2.6293464	0.9361109	0.6985652	2.39339	2.1676257	1.0548121	1.2595807	2.056269	1.4784521	2.0189667	1.5042518	2.1713443	1.2541255	0.9405493	1.1792977	1.9738646	1.3847909	2.2235074	1.2450534	2.1573586	2.3628407	2.4418862	2.4999814	1.8358974	1.4252572	2.2764626	2.2610927	2.4695675	2.0161316	0.8822183	2.4582925	1.0152711	2.2259765	1.5386212	1.3652753
criminals/nn	2.9423506	3.050564	0.28708854	2.8700998	2.3629792	2.47593	3.1750042	1.8948761	1.9140697	1.786844	2.9947233	2.8045084	2.5585032	2.7627232	3.017832	0.9073987	2.6909032	3.2563114	2.3031301	0.8676976	2.981378	2.2234228	1.9908099	2.7149909	2.778242	2.655291	2.427057	2.6146445	0.9566716	2.982175	2.7298608	2.077349	0.86689234	3.1597462	2.2867458	2.0068145	0.0	3.1927974	2.092808	3.098076	2.3625193	0.73629725	0.9665793	2.646573	2.8377564	3.0038624	1.5545999	2.9808812	3.2768278	1.8943447	1.8716475	2.6299622	1.9782681	2.9336782	2.377622	1.0245328	3.002246	2.653531	2.833409	0.776766	2.9204807	2.5929735	3.0109353	2.5272675	2.003279	0.9449427	2.0885222	1.2601671	1.810874	0.8489518	2.8021348	0.78151864	2.3937793	3.070712	2.171511	2.6992488	2.2389352	1.2962719	2.3782914	2.2425673	2.5281188	0.7881899	2.9432616	1.3107818	2.5153167	2.3966205	3.2104838	2.9731183	2.1920688	3.0214095	2.2601526	2.0068195	1.9180695	1.8194767	0.7756759	2.4701922	3.0741878	3.1652331	2.9888995	1.9614211	3.1317985	3.3533535	2.0972023	1.0191585	2.8638222	2.2350185	2.0730245	2.0514548	2.3191385	2.947398	2.1669266	1.9633313	0.98067003	1.9556091	2.503072	3.0966725	3.2417495	2.8780599	2.508709	3.2537618	2.0524478	2.0410604	3.1274495	0.83284295	2.1963334	2.2676797	0.4244467	2.3105981	2.9112601	2.3658938	2.7079074	1.5545008	1.913477	1.5616841	0.79135716	1.1169035	2.4450512	1.6601825	2.4983957	2.8867295	1.1370982	3.1924176	2.36645	1.6292979	2.718877	2.4245348	2.792531	2.2294016	2.0889993	3.0448568	2.2377326	0.9813054	1.8835121	1.5875348
dad/nn	0.89212435	4.2006664	3.027974	3.712766	2.5585034	2.3554347	4.081593	2.5573773	2.6436677	2.7357829	4.094118	3.8954613	1.2917628	3.3252985	0.80963117	3.191066	1.0695227	0.674647	4.0165725	3.2751956	3.5263987	3.9034607	3.681589	3.1654286	3.4320223	1.114915	3.3720598	3.354913	2.8216665	3.6185095	3.6853404	2.0271196	3.1598737	4.1921225	3.6174927	2.352461	3.1927974	0.0	1.3103418	0.5655864	3.1711583	3.2238636	2.7940648	1.2620441	3.4233367	3.6636987	3.45199	3.7530875	4.3817177	2.383582	2.587021	3.64022	2.547784	3.2023616	2.2454267	2.4311686	0.8077488	0.9965271	3.9035873	3.2212024	0.5622037	3.3636742	3.4679859	1.1721461	1.6868926	2.8953955	1.830775	2.5620728	2.2607555	3.1032608	2.95236	3.2142289	3.8479416	0.5817117	2.8563366	3.8719304	2.4837449	2.9392653	3.5112493	3.4729023	1.2489748	2.9468696	0.84398115	3.370384	0.9323419	1.8421755	0.6427177	0.5071334	1.6663716	3.6656847	2.266171	3.4091113	2.0154638	2.1750102	3.147669	3.58243	0.31514475	0.1675598	0.44794443	2.4978433	4.1414857	4.4457383	2.7088406	2.8073363	0.8182104	3.1506722	2.8650742	2.0600407	3.6849978	3.7706673	3.9193118	3.08007	2.4520292	2.5536406	1.4456656	4.3143525	0.73116773	4.1330714	1.488357	0.66373605	2.198935	2.2167363	0.61203283	3.115609	2.1137414	1.4226022	2.939513	2.4004436	3.5979965	2.0121353	3.5675273	2.9366179	2.4756558	3.082724	2.8825297	2.9385037	0.9845778	3.2534606	1.2144998	4.0890923	2.9210474	0.70130944	2.574505	2.133134	3.7479432	4.032077	4.1994233	2.5215325	2.765983	0.6874362	1.5444081	2.9020836	3.0358808	2.4258084
daughters/nn	1.1070244	3.8500354	1.9387811	3.4168007	2.3904011	2.0377676	3.8092763	2.0907862	2.2188473	2.194843	3.728829	3.4949932	1.0777376	3.0568078	0.99121463	1.9723972	1.4508541	1.4536431	3.408939	2.1721132	3.309566	3.2970102	3.054882	2.9211745	3.1926353	1.4049257	3.0451534	2.9970872	1.6471232	3.354118	3.3141727	1.8426553	1.9449611	3.8888617	3.1343918	2.0847757	2.092808	1.3103418	0.0	1.2754439	2.7664769	2.0314999	1.6597826	1.5717247	3.1448088	3.4152527	2.7260487	3.5241945	4.052378	1.9207321	2.138276	3.2536035	2.1972237	3.0417092	1.8443614	1.1883322	1.0284114	1.3733774	3.5602262	2.069981	1.1992064	3.0788538	3.2560983	1.4163994	1.3972945	1.7783971	1.4664975	1.596039	1.7156729	1.9587201	2.805824	2.005299	3.3010123	1.1037581	2.5646932	3.4919572	2.013734	2.1719968	3.0704367	3.0002902	1.4469601	1.7121149	1.2288389	2.5818813	1.1156896	1.5024475	1.3600614	1.3131895	1.5867716	3.4011786	1.953401	2.9063196	1.5031298	1.619974	1.9843181	3.1528268	1.3017987	1.2231	1.23673	2.0255103	3.8301003	4.13806	2.4089534	1.5523328	1.3664377	2.7978177	2.5116556	1.8486128	3.19175	3.444519	3.2902806	2.6364298	1.2928996	2.1648047	1.5143726	3.9528532	1.3504636	3.7050927	1.6343231	1.3238257	1.8690908	1.9214395	1.3077269	1.9363543	1.8642851	1.2724454	1.7804438	2.1533897	3.3350208	1.8477702	3.205396	2.2899308	2.0350025	2.4530942	1.7372204	2.1069582	0.3860735	2.6565454	0.87913114	3.6967387	1.6692827	1.3272312	2.243256	1.4339442	3.3476033	3.4847543	3.7311196	2.054833	2.4452837	1.1781651	1.5063933	1.6974036	2.5071988	1.743175
daughter/nn	0.46100202	3.928449	2.9013352	3.4566782	2.329232	2.0210354	3.7950952	2.5926523	2.639729	2.7693448	3.8075027	3.5896368	0.8572752	3.018715	0.78158325	3.1308646	0.9855242	0.6549446	3.7729979	3.1474185	3.2602282	3.6511822	3.4371817	2.9106839	3.1833687	0.93245727	3.1608522	3.0374832	2.7163882	3.350722	3.4047618	2.014119	3.1278064	3.9154327	3.4667141	2.3193521	3.098076	0.5655864	1.2754439	0.0	2.908123	3.1851768	2.677793	1.230036	3.1577935	3.384122	3.2173727	3.5144415	4.091912	2.3824863	2.5487573	3.4028354	2.4141066	2.9576485	1.9095509	2.31817	0.72464424	0.92998797	3.6602623	3.1604292	0.48982322	3.0986004	3.2115645	1.120436	1.7199072	2.8798747	1.8731008	2.5746994	2.2779539	3.0835423	2.7032032	3.127044	3.5832322	0.44617665	2.7329416	3.6307368	2.1433294	2.9203756	3.332827	3.3468058	1.1211005	2.8814323	0.584908	3.1592767	0.8688882	1.5113838	0.5811715	0.6346876	1.6558765	3.3852737	1.9369843	3.297654	2.0564623	2.1797717	3.1155398	3.2975874	0.46941578	0.5241845	0.35131896	2.490784	3.846226	4.1674843	2.6060288	2.7350428	0.6814665	2.9461055	2.70698	2.0531375	3.540573	3.4842713	3.686914	2.945688	2.2945552	2.3845515	1.267494	4.0462084	0.6090337	3.8343027	1.3390422	0.35808107	2.256151	2.2291577	0.46782055	3.0135534	2.0961926	1.5082326	2.8138602	2.0973644	3.351932	1.6935426	3.2554708	2.9346905	2.3996933	3.0464897	2.8529222	2.9145045	0.97566813	3.1376622	0.8462705	3.8085363	2.8808484	0.29476836	2.241107	1.9916947	3.4351194	3.7925313	3.9151258	2.2062106	2.5873866	0.49014536	1.4254107	2.8743765	2.785248	2.4308572
district/nn	2.8442276	1.4935023	2.194545	1.0275046	1.1444403	1.1816322	1.5854847	2.374799	2.110783	2.391306	1.529195	1.1445647	2.367573	0.8887103	3.1804192	2.8921642	2.4023194	3.0814552	1.034545	2.3459218	1.3918506	0.95627254	0.8901117	1.2379916	1.0195515	2.2440858	1.1373587	0.5599045	2.4414852	1.3743578	1.2222929	2.0035522	3.0084486	1.6365513	1.0010424	1.8359152	2.3625193	3.1711583	2.7664769	2.908123	0.0	2.885247	2.368854	2.3514519	1.0742308	1.394389	1.1973206	1.5438569	1.7184424	2.346632	2.1239507	0.6754153	1.7544807	1.4841695	1.4434932	2.4738262	3.0947967	2.438949	1.2262113	2.6896753	2.7801073	0.9851485	1.4497991	2.2674558	2.3998933	2.8334687	2.45868	2.7229702	2.3887162	2.8121314	1.4191073	2.744443	0.7733237	3.0872407	1.3045897	1.4140738	1.1052631	2.2388701	0.749502	1.0790508	2.1737638	2.7973704	2.6722765	1.3600633	2.533836	1.7633581	3.138143	2.8828883	2.1872325	1.1788446	1.07573	1.2624168	2.5453336	2.3647692	2.8962812	0.70318407	2.9722927	3.1953578	2.8265083	2.3133318	1.5062456	1.8466555	1.6386825	2.7795744	2.524064	1.3763623	1.5335557	2.0663369	1.0741919	0.9774155	1.064447	1.3631074	2.1905026	1.4938724	2.0656571	1.6294851	3.1091952	1.3915502	2.101238	3.1553302	2.3995118	2.1607401	2.9716063	2.5776854	2.2452505	2.4948204	2.3339894	0.965599	1.3115599	1.315086	0.74953854	2.2081456	1.9491185	1.890165	2.70672	2.2229857	2.8911376	1.3084311	2.5045056	1.356752	2.9837098	3.0526996	0.80408734	1.836083	1.0185654	1.0243407	1.4294885	1.1191841	1.429469	2.9041743	1.976794	2.9405835	1.106246	2.3795679
dogs/nn	2.9978871	3.6402016	0.8366959	3.4601622	2.88458	2.841071	3.798456	1.96531	2.0998664	1.8548238	3.5348487	3.38066	2.69012	3.3469806	2.9649515	0.65416557	2.9013488	3.3462172	2.8914416	1.1329211	3.5764453	2.841039	2.610087	3.2295063	3.3613317	2.916444	2.9700963	3.1522844	0.9629992	3.557845	3.3448894	2.387873	0.31206468	3.7730336	2.7884588	2.354881	0.73629725	3.2238636	2.0314999	3.1851768	2.885247	0.0	1.1591207	2.864756	3.3933952	3.615265	2.1952171	3.587395	3.8833525	1.9545281	2.0417523	3.1889718	2.3187509	3.4731522	2.6784964	0.9607401	2.990272	2.850436	3.4214067	0.43071505	3.0490847	3.1849792	3.5734496	2.7455652	2.1262138	0.60538524	2.079726	1.0422397	1.8140599	0.31395903	3.340891	0.6983915	2.9736216	3.064868	2.6503756	3.240399	2.6259193	1.3975134	2.8836303	2.701746	2.7893577	0.5377824	3.0385926	1.9167786	2.6537704	2.6297615	3.2564926	3.0585558	2.4292035	3.6028624	2.7000263	2.4850397	1.8571825	1.803185	0.3209438	3.0579648	3.1502814	3.176388	3.093579	2.0172913	3.7428317	3.9621778	2.4790695	0.8350704	3.06376	2.734348	2.5042453	2.3130188	2.8249118	3.5175138	2.7262783	2.397539	1.0982915	2.313609	2.8267682	3.6984713	3.284473	3.4606986	2.7895267	3.294525	2.1298652	2.2066076	3.2098503	0.87405956	2.3069606	2.3005512	0.7388616	2.7881036	3.4824684	2.779945	3.2820237	1.6831641	2.1142766	1.8337563	0.49807155	1.2374104	2.3915963	2.1430662	2.572764	3.4593318	0.8278622	3.2735906	2.8295221	1.7522185	3.2945228	3.0222657	3.3740244	2.5868838	2.5518658	3.091232	2.551928	0.5507488	2.503447	1.5530599
employees/nn	2.5148718	3.1547492	0.96617293	2.8186164	2.246611	2.2661362	3.1797843	2.0598996	2.0636675	2.0251472	3.112436	2.8576183	2.1657543	2.6197486	2.5981803	0.73672396	2.3549664	2.8780184	2.598108	0.6024088	2.797181	2.4590273	2.2283974	2.535585	2.6900797	2.2928653	2.5154834	2.6202936	0.3535984	2.7992067	2.6515517	1.9682373	1.0424359	3.21813	2.473276	1.9789888	0.9665793	2.7940648	1.6597826	2.677793	2.368854	1.1591207	0.0	2.3440745	2.630207	2.8503692	1.7976407	2.9369955	3.3540614	2.0571146	2.081187	2.6426148	2.067397	2.6637845	2.2059054	0.833801	2.5860403	2.3365426	2.8857183	1.3466773	2.5128736	2.577144	2.770684	2.2705512	1.906915	1.0231371	2.0350475	1.28238	1.8591975	1.2794844	2.5044312	0.6347405	2.5940952	2.661839	2.1786084	2.8494878	2.0754285	1.7215241	2.496203	2.406192	2.1975148	0.7307489	2.606111	1.6341821	2.2126195	2.1626825	2.7864318	2.6072466	2.0433145	2.853817	2.034703	2.2524452	1.985988	1.9147235	1.0696262	2.550707	2.6786215	2.7525477	2.599633	2.0486562	3.1921687	3.4349375	2.157499	0.58727366	2.4598029	2.3323061	2.1487577	2.0105605	2.4845247	2.8569188	2.527962	2.161007	0.9656849	2.0016046	2.08037	3.2253592	2.8566077	2.995173	2.2379103	2.8178139	2.0815492	2.0605772	2.7199516	0.44781277	2.1829624	2.0875807	0.84429884	2.1260102	2.763455	2.094244	2.6850271	1.9480501	1.9473542	1.951049	0.9081438	1.545794	2.0242226	1.9769429	2.1001549	3.0205965	0.7656823	2.7172678	2.2009118	1.6689999	2.752408	2.6781852	2.9646535	2.1624126	2.1283388	2.6711428	2.009041	0.9175175	1.84576	1.8051181
dog/nn	1.4663398	3.1351535	2.4925299	2.6866646	1.5487372	1.9645829	3.0297053	1.7309191	1.6869898	1.9188055	3.0710146	2.9376698	1.3852123	2.4016168	1.749532	2.8144097	0.30061495	1.5204997	3.1511126	2.6713448	2.5145218	3.0247922	2.7988503	2.1500573	2.3857496	0.7674399	2.256304	2.5226293	2.3963237	2.616058	2.6940558	0.9317538	2.836133	3.1154332	2.6813934	1.2350812	2.646573	1.2620441	1.5717247	1.230036	2.3514519	2.864756	2.3440745	0.0	2.4630113	2.6600807	2.573733	2.6420429	3.327714	1.6190125	1.6875978	2.69027	1.4873875	2.200551	1.9769362	2.2021508	1.7051536	0.38594607	2.8267415	2.8473015	1.101679	2.3150837	2.4778304	0.47349116	0.91699016	2.4613428	1.2684323	2.0768526	1.5600495	2.739653	1.9805747	2.7862964	2.9932349	1.488509	1.717663	2.7866921	2.04042	2.2014782	2.606457	2.5582778	0.45969415	2.6252677	1.4154727	2.5136588	0.68353474	1.7110374	1.3926104	0.7907085	0.62022555	2.7005	1.6263957	2.4157383	1.5253496	1.5811319	2.7364328	2.651375	0.98623115	1.3541813	1.0540761	1.6938962	3.107451	3.3665743	1.5675806	2.5535798	0.826679	2.0307634	1.7341814	0.9906103	2.7496302	2.8201683	3.0724921	2.0158782	2.1545951	1.5270811	0.7891549	3.235703	1.6639609	3.1506126	0.4437655	1.558998	1.3661231	1.2646308	1.3529348	2.6488736	1.2614694	0.8955508	2.512559	1.5814203	2.5498917	1.301643	2.6673896	2.1457245	1.5266571	2.212727	2.4582145	2.2213447	1.5148153	2.3043916	1.4178586	3.0628514	2.702046	1.4089627	1.9263055	1.6093515	2.8258243	3.09429	3.1986282	2.0769243	1.6354294	1.4987494	0.5669418	2.589137	2.0930164	1.827952
employee/nn	3.1563733	1.3006301	2.7124074	0.56173646	1.2665812	1.8216292	1.1457199	2.7393384	2.4303763	2.7796466	1.4850261	1.173623	2.7177248	0.5808997	3.5574355	3.2309706	2.554078	3.3976057	1.6373587	2.5825825	0.5599086	1.4713526	1.4420028	0.6906761	0.5780534	2.4353564	1.1643265	1.0969303	2.763297	0.43976468	0.6837106	2.183852	3.4495683	1.2628857	1.4716713	2.0166728	2.8377564	3.4233367	3.1448088	3.1577935	1.0742308	3.3933952	2.630207	2.4630113	0.0	0.64536375	1.6026967	0.9863246	1.3915285	2.7621663	2.5192316	0.821362	2.0304153	0.65674436	2.1411572	2.9618096	3.4762423	2.6359954	0.9178836	3.2928178	3.0221033	0.8704283	0.5001592	2.506471	2.7109008	3.223371	2.8472178	3.1022322	2.7690473	3.3532434	0.74993074	3.0796602	1.4130512	3.419882	1.3939787	1.3861903	1.7977284	2.750764	1.2891328	1.5600164	2.3190677	3.2039304	3.0862663	1.8190137	2.82312	2.3669977	3.4015574	3.090062	2.4151347	0.3225957	1.5099884	1.6791301	3.0140483	2.835954	3.341483	1.0861194	3.1859698	3.4652812	3.0893838	2.6547804	1.2502595	1.4646646	1.8156183	3.1438017	2.7000797	1.4767563	1.6948636	2.303311	1.4688919	0.550313	1.7807347	1.6905493	2.7537632	1.806794	2.1043336	1.3889481	3.4700758	1.4151019	2.2660959	3.4338498	2.7081897	2.4534228	3.261869	2.8765216	2.5563684	2.8194652	2.8486862	1.2901806	0.4327547	1.5894979	0.899137	2.7120266	2.2382138	2.400507	3.1316774	2.726537	3.2672205	1.8295057	2.8712924	1.3582807	3.3335416	3.261875	1.3740232	2.4469361	1.1575073	1.4516317	1.4993718	1.9286705	1.5895923	3.2833314	2.186569	3.3379579	1.1816571	2.8919864
